Chlorite group,Quartz,Pyroxene,Plagioclase,K-Feldspar,Calcite group - Siderite,Calcite group,Dolomite group,Spinel group,Hematite group,Stilpnomelane,Mica group,Pyrite,Rutile group,Goethite,Smectite group,Sepiolite,Kaolinite-serpentine group,Birnessite,Fe3O4,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P,S,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn,Zr,Sr,LOI371,LOI650,LOI1000,LOI
0.9447631571483925,3.853275186079137,,0,,0.668630589,,0,88.21305694223675,5.590949832143163,,0,,0,0,0,0.7293242929154224,0,,84.4,67.86,4.607,0.304,0.024,0.029,0.109,0.009,0.008,0.18,0.145,-0.001,0.002,-0.001,0.004,0.001,-0.001,0.002,0.007,0.049,0.008,-0.001,0.003,-0.001,-0.001,-0.4,-0.97,-1.21,-2.58
0.9069378521124516,3.590062300025358,,0,,0.5319777252776948,,0,93.86201952362362,0.4985523874654752,,0,,0,0,0,0.6104502114954176,0,,89,67.94,4.515,0.306,0.027,0.034,0.12,0.009,0.011,0.183,0.159,0.014,0.004,-0.001,0.003,0.004,0.007,0.005,0.006,0.048,0.01,0.001,-0.001,0.002,0.001,-0.41,-1.06,-1.22,-2.69
1.069683362632862,4.813330423893158,,0,,1.0600173146986722,,0,91.64339468537456,0,,0,,0,0,0,1.413574213400742,0,,88.4,67.39,5.197,0.306,0.025,0.033,0.114,0.014,0.009,0.226,0.125,0.02,0.003,-0.001,0.002,0.002,0.004,0.005,0.006,0.058,0.013,-0.001,-0.001,-0.001,-0.001,-0.38,-0.91,-1.3,-2.59
0.9663443670623779,3.139090110945292,,0,,1.0534322183425864,,0,93.45380891028887,0,,0,,0,0,0,1.387324393360873,0,,89.2,67.88,4.148,0.368,0.037,0.04,0.123,0.014,0.013,0.29,0.086,0.005,0.003,-0.001,0.004,0.001,-0.001,0.002,0.01,0.123,0.009,-0.001,-0.001,-0.001,-0.001,-0.32,-0.81,-1.31,-2.44
0.820494801,3.594232266387921,,0,,0.7764606515348601,,0,93.58552496802618,0,,0,,0,0,0,1.223287312876034,0,,88.6,67.57,4.685,0.364,0.036,0.034,0.116,0.016,0.024,0.296,0.076,0.022,0.003,-0.001,0.002,0.003,0.004,-0.001,0.008,0.094,0.008,0.001,0.002,0.001,-0.001,-0.33,-1.04,-1.17,-2.54
0.821465674,2.9140511600706236,,0,,0.850522355,,0,93.31637552570686,0,,0,,0,0,0,2.097585286111755,0,,89.4,67.9,4.352,0.346,0.032,0.034,0.138,0.017,0.01,0.295,0.125,0.038,0.004,0.001,0.002,0.004,0.003,0.004,0.006,0.054,0.01,-0.001,-0.001,-0.001,-0.001,-0.42,-1,-1.23,-2.65
0.81605644,7.011814293731739,,0,,1.996725900565186,,0,67.30641973092699,22.86898363474766,,0,,0,0,0,0,0,,63.1,65.29,6.986,0.197,0.024,0.089,0.052,0.019,0.008,0.27,0.046,0.009,0.004,-0.001,-0.001,0.002,0.001,-0.001,0.006,0.022,0.009,0.001,-0.001,-0.001,0.004,-0.13,-0.32,-0.75,-1.20
1.0872175677541038,8.835908827008112,,0,,2.306053359045338,,0,86.83194983820307,0.7374069545695122,,0,,0.2014634534198672,0,0,0,0,,84.1,63.97,9.393,0.356,0.032,0.093,0.085,0.02,0.013,0.366,0.14,0.009,0.003,-0.001,-0.001,0.001,-0.001,-0.001,0.004,0.025,0.008,0.002,-0.001,-0.001,0.003,-0.26,-0.69,-1.03,-1.98
0.9906585001042257,7.540565711443395,,0,,2.665520027583687,,0,88.80325576086868,0,,0,,0,0,0,0,0,,86.4,65.37,7.773,0.211,0.021,0.091,0.093,0.02,0.005,0.29,0.055,0.015,0.003,-0.001,-0.001,0.001,-0.001,-0.001,0.003,0.019,0.007,-0.001,-0.001,-0.001,0.002,-0.3,-0.73,-1.22,-2.25
1.4697699100007904,8.020363162,,0,,4.337927552227072,,0,86.17193937534877,0,,0,,0,0,0,0,0,,84.7,64.38,8.399,0.275,0.024,0.111,0.101,0.018,0.01,0.39,0.076,0.01,0.003,0.001,0.001,0.002,-0.001,0.002,0.004,0.023,0.008,0.001,-0.001,-0.001,0.002,-0.26,-0.25,-1.15,-1.66
0,5.572458033,,0,,4.069203357249784,,0,90.35833861001323,0,,0,,0,0,0,0,0,,86.8,66.67,5.505,0.175,0.02,0.089,0.088,0.018,0.006,0.278,0.063,0.037,0.004,-0.001,-0.001,0.001,-0.001,0.003,0.004,0.026,0.009,0.002,0.001,-0.001,0.003,-0.29,-0.39,-1.07,-1.75
0,8.050651294986308,,0,,3.1997125955630215,,0,88.08007643,0.6695596800359697,,0,,0,0,0,0,0,,84.9,64.57,8.441,0.235,0.023,0.101,0.091,0.019,0.005,0.299,0.073,0.05,0.003,-0.001,-0.001,0.002,-0.001,0.003,0.003,0.019,0.008,0.002,-0.001,-0.001,0.003,-0.31,-0.42,-1.07,-1.80
0,6.360514594372453,,0,,1.6862499102870028,,0,89.01623653150298,2.936998963837558,,0,,0,0,0,0,0,,86.58,66.74,6.298,0.138,0.019,0.066,0.074,0.015,0.006,0.207,0.015,0.008,0.003,0.001,0.004,0.001,-0.001,0.004,0.002,0.022,0.004,0.001,0.001,0.001,0.004,-0.35,-0.64,-1.19,-2.18
0,6.246181091,,0,,1.583001306989242,,0,89.35994361488721,1.220199088252159,,0,,0,0,0,0,1.5906748987177755,,88.29,66.32,6.542,0.179,0.015,0.06,0.086,0.017,0.006,0.213,0.012,0.007,0.003,-0.001,0.007,0.002,-0.001,0.002,0.003,0.03,0.009,0.001,-0.001,0.001,0.001,-0.34,-0.73,-1.21,-2.28
0,6.052298859010024,,0,,1.6222453565276616,,0,91.07930484154654,1.246150942915774,,0,,0,0,0,0,0,,88.29,66.85,5.974,0.122,0.019,0.062,0.071,0.014,0.006,0.204,0.014,0.016,0.004,-0.001,0.007,0.001,0.001,0.004,0.002,0.022,0.006,0.001,-0.001,0.001,0.004,-0.37,-0.72,-1.2,-2.29
0,4.435649558447983,,0,,1.2437246245693108,,0,92.66569684,1.654928973883111,,0,,0,0,0,0,0,,89.61,68.06,4.643,0.083,0.011,0.053,0.068,0.014,0.006,0.167,0.012,0.009,0.003,-0.001,0.006,0.003,-0.001,0.003,0.002,0.026,0.006,0.002,-0.001,0.001,0.003,-0.44,-0.89,-1.19,-2.52
0,5.3944701939626984,,0,,1.2851808713183366,,0,92.57881528690324,0.7415336478157504,,0,,0,0,0,0,0,,88.47,67.23,5.707,0.1,0.019,0.062,0.078,0.015,0.006,0.182,0.016,0.012,0.003,-0.001,0.007,0.001,0.002,0.006,0.002,0.026,0.011,0.002,-0.001,0.001,0.005,-0.42,-0.73,-1.23,-2.38
0,5.789140410361923,,0,,2.405339326106895,,0,90.26797969298934,0,,0,,0,0,0,0,1.5375405705418264,,89.23,66.38,6.137,0.173,0.019,0.077,0.083,0.016,0.01,0.252,0.022,0.007,0.004,-0.001,0.005,0.003,-0.001,0.002,0.003,0.034,0.003,0.001,-0.001,0.001,0.004,-0.34,-0.56,-1.22,-2.12
0,7.146714615413379,,0,,1.507297664,,0,87.22884337570379,4.117144345105052,,0,,0,0,0,0,0,,81.82,66.27,6.944,0.094,0.018,0.065,0.07,0.018,0.004,0.16,0.029,0.003,0.003,-0.001,0.002,0.002,0.003,0.004,0.005,0.02,0.011,-0.001,0.002,-0.001,-0.001,-0.44,-0.79,-1.06,-2.29
0,5.620381906,,0,,1.418280593,,0,91.902436,1.0589015055992084,,0,,0,0,0,0,0,,86.3,67.18,5.777,0.091,0.016,0.068,0.074,0.02,0.009,0.16,0.02,-0.001,0.003,-0.001,0.002,0.002,0.004,0.002,0.004,0.024,0.018,-0.001,-0.001,-0.001,-0.001,-0.43,-0.89,-1.11,-2.43
0,6.559635853352408,,0,,1.228092094172035,,0,89.6900299,0.9039877443556904,,0,,0,0,0,0,1.6182544065549624,,86.6,66.58,6.586,0.146,0.019,0.077,0.062,0.017,0.006,0.174,0.007,-0.001,0.002,-0.001,0.002,0.001,0.003,0.003,0.004,0.021,0.007,-0.001,-0.001,-0.001,-0.001,-0.43,-0.98,-1.01,-2.42
0,5.6054081078429645,,0,,1.9978820994266802,,0,89.58553606496861,1.249248821751401,,0,,0,0,0,0,1.5619249060103386,,88.2,66.7,5.934,0.179,0.028,0.07,0.072,0.017,0.007,0.241,0.001,0.008,0.002,-0.001,0.004,0.002,0.002,0.004,0.006,0.035,0.005,-0.001,-0.001,-0.001,-0.001,-0.31,-0.61,-1.14,-2.06
0,7.1309601590107015,,0,,1.0999265688471722,,0,89.89116834379234,1.8779449283497678,,0,,0,0,0,0,0,,87.2,66.35,6.88,0.122,0.013,0.089,0.066,0.017,0.004,0.164,0.028,0.008,0.003,-0.001,0.001,0.003,0.004,0.004,0.003,0.019,0.008,-0.001,0.001,-0.001,-0.001,-0.46,-0.91,-1.02,-2.39
0,7.097100006093855,,0,,0.6806787753786413,,0,89.71503617511871,2.5071850434087883,,0,,0,0,0,0,0,,86.1,66.5,6.745,0.115,0.015,0.073,0.084,0.022,0.003,0.182,0.034,0.007,0.004,-0.001,0.002,0.003,0.008,0.004,0.003,0.015,0.005,-0.001,0.001,0.001,0.002,-0.5,-1.04,-0.96,-2.50
0,4.010881780354984,,0,,0.19229990753413143,,0,93.42497743563737,2.3718408764735055,,0,,0,0,0,0,0,,90.5,68.56,4.314,0.073,0.011,0.06,0.096,0.02,0.001,0.13,0.018,0.007,0.003,-0.001,0.004,0.003,0.006,0.004,0.003,0.011,0.006,0.001,0.001,0.001,0.001,-0.6,-1.29,-0.98,-2.87
0,4.062737951083647,,0,,0.6854707687006335,,0,94.16228946,1.0895018161035313,,0,,0,0,0,0,0,,91.5,68.42,4.371,0.083,0.017,0.054,0.099,0.022,0.003,0.155,0.012,-0.001,0.003,-0.001,0.001,0.002,0.005,0.004,0.003,0.022,0.02,-0.001,-0.001,-0.001,-0.001,-0.53,-1.18,-1.08,-2.79
0,5.631627159408746,,0,,0.7417248244071617,,0,79.0862228,13.429899141254886,,0,,0,0,0,0,1.1105260725893076,,77.48,66.77,5.671,0.195,0.024,0.076,0.083,0.027,0.012,0.204,0.021,0.008,0.003,0.001,0.009,0.002,-0.001,0.004,0.003,0.025,0.004,0.002,-0.001,0.001,0.002,-0.25,-0.86,-0.92,-2.03
0,4.5904791696039835,,0,,1.721292500559558,,0,90.15050725815074,2.1376191881430366,,0,,0,0,0,0,1.4001018835426968,,87.91,67.24,4.979,0.206,0.039,0.07,0.095,0.026,0.017,0.284,0.032,0.008,0.003,-0.001,0.012,0.001,0.001,0.004,0.006,0.036,0.005,0.002,-0.001,0.002,0.003,-0.23,-0.66,-1.32,-2.21
0,6.069673895396605,,0,,1.9149871087600545,,0,88.60272118400691,1.185503925899239,,0,,0,0,0,0,2.2271138859371806,,88.29,66.14,6.383,0.205,0.028,0.086,0.095,0.025,0.013,0.26,0.004,0.009,0.004,0.001,0.01,0.002,-0.001,0.002,0.004,0.031,0.005,0.001,-0.001,0.001,0.005,-0.28,-0.52,-1.33,-2.13
0,7.111619062051283,,0,,1.5945708218206014,,0,88.06046631386714,0.6365419332283488,,0,,0,0,0,0,2.5968018690326184,,86.2,65.71,7.226,0.242,0.038,0.088,0.082,0.024,0.013,0.244,0.023,0.005,0.003,-0.001,0.008,-0.001,0.001,0.005,0.004,0.031,0.006,0.002,-0.001,0.002,0.004,-0.2,-0.66,-1.3,-2.16
0,3.736593025364315,,0,,0.42569217342225624,,0,93.41052744618031,2.4271873550331042,,0,,0,0,0,0,0,,89.42,68.79,3.817,0.105,0.019,0.054,0.089,0.022,0.006,0.136,0.036,0.009,0.003,-0.001,0.008,-0.001,-0.001,0.002,0.002,0.022,0.009,0.001,-0.001,0.001,0.001,-0.4,-1.09,-1.31,-2.80
0,5.355008533576846,,0,,0.7124757777771582,,0,91.73223043539099,2.2002852532550117,,0,,0,0,0,0,0,,90.56,67.5,5.264,0.132,0.017,0.067,0.102,0.024,0.006,0.179,0.054,0.004,0.003,-0.001,0.007,0.003,0.002,0.004,0.002,0.02,0.002,0.002,-0.001,0.001,0.004,-0.39,-1.04,-1.28,-2.71
3.315443015416626,49.550460864823364,,0,1.9032687893060736,22.972837275877936,0,1.9995015535915133,0,1.6007754532390646,18.657713047745414,0,,,0,,,,,1.1,16.39,57.32,1.937,0.08,0.875,1.087,0.157,0.06,3.47,0.489,0.117,0.005,0.001,0.002,0.005,-0.001,0.013,-0.001,0.001,0.006,-0.001,-0.001,0.003,0.01,0.84,9.02,0.42,10.28
3.6883192025691836,51.238095933456336,,0,3.416572054443942,15.353936229848095,0,7.689585697674104,0,1.7633146516703921,16.850176230337954,0,,,0,,,,,1.8,14.1,59.84,2.263,0.094,0.898,2.301,0.156,0.132,3.42,0.782,0.107,0.006,0.001,0.002,0.005,0.001,0.018,-0.001,0.001,0.004,0.001,-0.001,0.004,0.013,0.61,6.87,1.79,9.27
1.1255984106989008,52.988265568027224,,0,9.793259553051715,12.349186098092916,0,9.806124349798397,0,1.3643566984513644,12.573209321879489,0,,,0,,,,,1.1,10.92,61.1,2.842,0.116,0.771,3.514,0.23,0.146,3.32,1.779,0.096,0.008,0.001,0.002,0.005,-0.001,0.025,-0.001,0.002,0.005,0.001,-0.001,0.003,0.012,0.48,5.87,2.98,9.33
3.765663299911593,49.44413870734496,,0,2.925053760110369,14.02978608,0,8.723778643914843,0,1.1438997318687214,19.967679773986216,0,,,0,,,,,1,14.93,58.05,2.242,0.096,0.534,3.113,0.15,0.229,3.14,0.697,0.098,0.006,0.002,0.002,0.005,0.001,0.013,-0.001,0.003,0.006,0.001,-0.001,0.004,0.013,0.69,6.3,2.57,9.56
3.670663925413379,41.52559897890867,,0,0,23.38970438823217,0,4.373335802526954,0,0.6464009166445043,26.39429598827432,0,,,0,,,,,1,20.09,51.76,2.39,0.103,0.51,1.494,0.123,0.129,2.97,0.577,0.14,0.005,0.001,0.003,0.003,-0.001,0.012,-0.001,0.003,0.006,0.001,-0.001,0.004,0.01,1.47,8.09,0.86,10.42
3.335281126312881,40.881974683722575,,0,0,23.577316388818964,0,2.350436729329863,0,1.1613803005759455,28.69361077123977,0,,,0,,,,,1.1,20.45,51.94,2.435,0.102,0.537,1.144,0.152,0.102,2.95,0.629,0.149,0.005,0.001,0.002,0.003,-0.001,0.007,-0.001,0.002,0.006,0.001,-0.001,0.003,0.009,1.46,8.06,0.45,9.97
4.077069086554585,33.45228172,,0,0,22.829017916755127,0,5.415863619874694,0,1.0716345321511078,33.15413312353448,0,,,0,,,,,0.9,21.93,48.12,3.123,0.134,0.439,1.736,0.14,0.25,3.01,0.766,0.171,0.007,0.002,0.003,0.005,-0.001,0.013,0.002,0.008,0.01,0.001,-0.001,0.005,0.012,1.14,7.88,1.07,10.09
5.976120763216785,43.58462611361997,,0,0,15.783060290505901,0,7.738764173209186,0,0,26.917428659448145,0,,,0,,,,,1.1,18.66,53.29,3.043,0.141,0.451,2.601,0.139,0.192,2.94,0.695,0.153,0.007,0.001,0.002,0.005,0.001,0.013,-0.001,0.006,0.008,0.001,-0.001,0.005,0.013,1,6.23,1.93,9.16
3.6834173382122604,47.77459321,,2.100356191120794,1.5121695372810895,23.223952554672714,0,1.7905382934839456,0,1.6177426193408957,18.297230258467287,0,,,0,,,,,0.9,16.62,56.53,1.977,0.087,0.891,1.061,0.157,0.063,3.53,0.494,0.108,0.007,0.001,0.003,0.006,-0.001,0.009,-0.001,-0.001,0.004,0.001,-0.001,0.004,0.01,0.86,9.11,0.43,10.40
3.487309560618176,52.35879196689852,,0,3.420401131761937,16.204024852712287,0,6.377892884650095,0,1.9058692567939333,16.245710346565048,0,,,0,,,,,1.8,14.13,59.06,2.259,0.094,0.914,2.412,0.158,0.127,3.46,0.782,0.107,0.006,0.001,0.003,0.005,0.001,0.014,-0.001,0.001,0.004,0.001,-0.001,0.004,0.013,0.67,6.96,1.85,9.48
1.073282704747397,53.89743084793087,,0,9.150903449467544,12.70812638608707,0,9.167199401,0,1.8092582223325702,12.19379898851302,0,,,0,,,,,1.1,10.88,61.44,2.818,0.12,0.79,3.4,0.238,0.115,3.3,1.779,0.098,0.006,0.001,0.002,0.005,-0.001,0.027,-0.001,0.002,0.004,0.001,-0.001,0.003,0.012,0.54,5.88,2.86,9.28
3.328931406469353,50.682111015697295,,0,2.8052151028899766,14.26767583248262,0,9.236549681859337,0,1.5517307927539032,18.12778616784751,0,,,0,,,,,1.2,14.85,58.07,2.258,0.095,0.528,3.138,0.152,0.159,3.13,0.696,0.116,0.005,0.001,0.003,0.004,0.001,0.012,-0.001,0.003,0.005,0.001,-0.001,0.003,0.012,0.79,6.26,2.55,9.60
3.536502500188395,42.191466273993875,,0,0,22.86699468808589,0,4.295331276831581,0,0.6635610917078474,26.44614417,0,,,0,,,,,1,19.91,52.14,2.381,0.108,0.51,1.494,0.12,0.143,2.94,0.572,0.136,0.005,0.001,0.002,0.004,-0.001,0.011,-0.001,0.002,0.006,0.001,-0.001,0.004,0.01,1.58,7.86,0.87,10.31
2.908191579074184,41.49961621976571,,0,0,24.136194447601117,0,2.4154740521851026,0,0.6508827350194227,28.38964096635447,0,,,0,,,,,1.1,20.36,51.9,2.459,0.102,0.534,1.154,0.145,0.102,2.97,0.629,0.14,0.006,0.002,0.003,0.003,-0.001,0.009,-0.001,0.003,0.006,0.001,-0.001,0.003,0.009,1.7,7.88,0.43,10.01
4.359556133703262,34.87527912833636,,0,0,23.906009538478468,0,5.174063867510219,0,0,31.68509133197169,0,,,0,,,,,0.9,22.42,46.98,3.094,0.136,0.452,1.739,0.137,0.257,3.05,0.743,0.177,0.006,0.002,0.004,0.004,-0.001,0.013,0.001,0.008,0.01,0.001,-0.001,0.004,0.012,1.39,7.98,1.04,10.41
5.4692527486033695,43.42441543588274,,0,0,16.151768303365124,0,7.195677206699048,0,0.9778766489133588,26.781009656536373,0,,,0,,,,,1.2,18.86,52.68,3.076,0.137,0.456,2.588,0.144,0.203,2.95,0.699,0.179,0.006,0.001,0.003,0.005,0.002,0.011,-0.001,0.006,0.009,0.001,-0.001,0.005,0.013,1.44,6.07,1.66,9.17
7.236829552889464,50.26735220912038,,0,0,25.755698737349622,0,2.8807321352969124,0,1.0272618458897127,12.832125519453907,0,,,0,,,,,1.1,17.11,53.58,2.845,0.125,0.681,1.118,0.131,0.145,4.56,0.224,0.106,0.004,0.001,0.003,0.007,0.001,0.011,-0.001,0.004,0.005,0.001,0.002,0.004,0.013,1.25,9.79,0.54,11.58
4.055330825624251,55.83069950748812,,0,2.0194937237640516,18.153686078976975,0,6.008789299589903,0,1.7678488768630003,12.164151687693675,0,,,0,,,,,0.8,12.33,61.49,1.62,0.062,0.945,2.184,0.136,0.042,4.1,0.396,0.095,0.003,-0.001,0.004,0.006,0.003,0.017,-0.001,-0.001,0.001,-0.001,0.001,0.003,0.015,0.84,7.89,1.93,10.66
6.492979944462717,52.597365121250526,,0,2.423635727580899,18.994559205228214,0,4.527895880306168,0,1.5496865273065685,13.413877593864887,0,,,0,,,,,0.9,13.65,59.95,2.155,0.085,0.883,1.616,0.156,0.074,4.29,0.402,0.106,0.004,-0.001,0.004,0.006,0.003,0.018,-0.001,0.001,0.003,-0.001,-0.001,0.004,0.012,0.83,8.29,1.16,10.28
4.5012642541593575,54.163380069190424,,0,3.897511153801621,16.606323304035982,0,7.043909736,0,1.702482168514967,12.085129314739778,0,,,0,,,,,0.9,11.97,61.54,2.122,0.084,0.976,2.229,0.205,0.048,4.3,0.674,0.107,0.003,-0.001,0.004,0.006,0.002,0.023,-0.001,-0.001,0.002,0.001,0.002,0.003,0.013,0.73,7.45,1.82,10.00
0.5451741703370425,61.339364451370514,,0,6.108758776129111,12.729402654983282,0,7.878526021006393,0,2.8299880313772463,8.568785894796417,0,,,0,,,,,1.8,10.13,64.93,1.841,0.077,0.96,2.637,0.133,0.057,3.67,1.141,0.072,0.014,-0.001,0.004,0.007,0.005,0.028,-0.001,0.001,0.002,-0.001,-0.001,0.004,0.015,0.88,6.03,2.56,9.47
5.678675134755485,45.52625287715047,,0,2.6066480278569437,20.439624412188603,0,2.896554965147174,0,1.0541554947866818,21.79808908811464,0,,,0,,,,,1.2,16.27,55.74,2.918,0.12,0.709,1.412,0.223,0.168,4.19,0.676,0.153,0.004,0.001,0.003,0.006,0.001,0.021,-0.001,0.004,0.008,-0.001,-0.001,0.003,0.012,1.06,7.67,0.75,9.48
6.260528388,47.01797720089714,,3.1388269427879147,10.630881036880238,9.567647878,0,2.661679012996301,0,11.072337413043204,3.340100914911989,0,,,6.310021213,,,,,1.09,19.52,54.46,4.527,0.207,0.523,1.142,0.151,0.132,2.32,1.884,0.293,0.007,0.001,0.004,0.007,0.005,0.044,0.003,0.032,0.013,-0.001,-0.001,0.009,0.013,1.27,4.3,0.52,6.09
6.260528388,47.01797720089714,,3.1388269427879147,10.630881036880238,9.567647878,0,2.661679012996301,0,11.072337413043204,3.340100914911989,0,,,6.310021213,,,,,,19.21,54.35,4.494,0.203,0.554,1.141,0.148,0.12,2.41,1.879,0.274,0.011,0.001,-0.001,0.01,0.005,0.043,0.004,0.025,0.012,0.001,0.002,0.006,0.013,1.25,4.3,0.63,6.18
5.120616093489565,48.41910937251431,,4.288317351065474,9.849551382224071,13.73465758788609,0,7.208909534325017,0,5.739209443698762,5.639629234796705,0,,,0,,,,,0.99,13.75,58.75,3.844,0.168,0.595,2.183,0.166,0.101,3.32,1.822,0.343,0.005,0.001,0.001,0.007,0.004,0.04,0.001,0.01,0.008,0.001,-0.001,0.007,0.013,0.5,6.61,1.59,8.70
5.120616093489565,48.41910937251431,,4.288317351065474,9.849551382224071,13.73465758788609,0,7.208909534325017,0,5.739209443698762,5.639629234796705,0,,,0,,,,,,13.58,58.5,3.853,0.169,0.623,2.193,0.169,0.091,3.43,1.805,0.326,0.014,-0.001,-0.001,0.009,0.007,0.045,0.002,0.013,0.012,0.001,0.005,0.003,0.015,0.43,6.57,1.74,8.74
6.672119620336657,51.75260748,,2.8270843458278203,6.314917608976759,16.13672563185435,0,7.480864319531382,0,3.4762715920685485,5.339409400618068,0,,,0,,,,,0.9,14.13,58.38,3.445,0.146,0.618,2.058,0.11,0.179,3.66,1.256,0.176,0.005,0.001,0.011,0.006,0.004,0.027,0.001,0.007,0.008,-0.001,-0.001,0.005,0.012,0.46,7.46,1.52,9.44
6.672119620336657,51.75260748,,2.8270843458278203,6.314917608976759,16.13672563185435,0,7.480864319531382,0,3.4762715920685485,5.339409400618068,0,,,0,,,,,,13.91,57.99,3.457,0.145,0.64,2.077,0.121,0.207,3.74,1.244,0.154,0.009,-0.001,-0.001,0.008,0.004,0.028,0.002,0.008,0.008,-0.001,-0.001,0.002,0.011,0.4,7.31,1.74,9.45
4.289605268051967,45.91883583640089,,5.179472306320589,11.634484803524563,12.674768648872684,0,6.618412091658919,0,6.5672652761370784,7.117155769033309,0,,,0,,,,,0.88,13.87,59.09,4.274,0.192,0.599,1.844,0.113,0.135,3.4,2.167,0.446,0.005,0.001,-0.001,0.007,0.005,0.053,0.002,0.009,0.009,0.002,-0.001,0.007,0.013,0.41,6.15,1.31,7.87
4.289605268051967,45.91883583640089,,5.179472306320589,11.634484803524563,12.674768648872684,0,6.618412091658919,0,6.5672652761370784,7.117155769033309,0,,,0,,,,,,13.75,58.29,4.306,0.189,0.623,1.874,0.122,0.124,3.49,2.12,0.442,0.009,-0.001,-0.001,0.01,0.004,0.05,0.003,0.01,0.011,0.001,0.002,0.003,0.011,0.39,6.05,1.58,8.02
7.744948212,47.98090101760558,,0,13.607496963399802,13.462555745274727,0,6.441842639019899,0,2.9195953315370256,7.842660090847824,0,,,0,,,,,0.9,12.59,59.29,4.934,0.213,0.565,1.828,0.117,0.506,3.39,2.514,0.164,0.008,0.001,0.001,0.007,0.004,0.056,0.001,0.011,0.011,0.001,-0.001,0.008,0.012,0.37,5.97,1.33,7.67
7.744948212,47.98090101760558,,0,13.607496963399802,13.462555745274727,0,6.441842639019899,0,2.9195953315370256,7.842660090847824,0,,,0,,,,,,12.37,59.46,4.936,0.208,0.584,1.822,0.112,0.468,3.42,2.522,0.152,0.013,-0.001,-0.001,0.008,0.006,0.056,0.003,0.012,0.012,0.002,0.004,0.005,0.012,0.35,5.8,1.48,7.63
11.031581329545627,38.358742099127966,,0,20.62931205905468,12.804021982097735,0.7336541720822067,4.154302413857356,0.9320617061450523,0.6628662976270949,10.693457940462292,0,,,0,,,,,0.78,14.09,55.76,6.968,0.33,0.368,1.31,0.096,0.29,3.53,3.145,0.134,0.008,0.001,0.004,0.008,0.003,0.082,0.006,0.039,0.021,0.002,-0.001,0.009,0.01,0.54,5.7,0.97,7.21
11.031581329545627,38.358742099127966,,0,20.62931205905468,12.804021982097735,0.7336541720822067,4.154302413857356,0.9320617061450523,0.6628662976270949,10.693457940462292,0,,,0,,,,,,14.01,55.54,7.09,0.331,0.383,1.345,0.102,0.286,3.64,3.124,0.117,0.012,-0.001,-0.001,0.011,0.005,0.08,0.007,0.039,0.026,0.003,0.003,0.006,0.011,0.51,5.66,1.11,7.28
9.968415576,41.03495605495645,,0,13.236005697652923,16.373241207554358,1.1598148716082715,3.709457583216669,1.011911780131773,0.609340799,12.89685643029683,0,,,0,,,,,0.99,16.08,53.95,6.128,0.293,0.391,1.226,0.098,0.434,3.59,2.338,0.123,0.008,0.001,0.002,0.008,0.005,0.107,0.004,0.033,0.021,0.002,-0.001,0.01,0.012,0.6,6.52,0.99,8.11
9.968415576,41.03495605495645,,0,13.236005697652923,16.373241207554358,1.1598148716082715,3.709457583216669,1.011911780131773,0.609340799,12.89685643029683,0,,,0,,,,,,16.03,53.27,6.184,0.299,0.403,1.213,0.093,0.45,3.67,2.32,0.113,0.009,-0.001,-0.001,0.008,0.004,0.102,0.004,0.026,0.019,0.002,0.001,0.006,0.013,0.54,6.45,1.16,8.15
8.900223294446816,39.561642656343835,,0,19.489781556454293,12.80125699496312,0.9667834204354592,4.890561906827679,1.1982624925915915,0.2988670986793256,11.892620579257871,0,,,0,,,,,0.8,13.95,55.76,6.917,0.317,0.367,1.448,0.124,0.332,3.37,3.183,0.12,0.008,0.001,-0.001,0.008,0.003,0.112,0.006,0.039,0.019,0.002,-0.001,0.009,0.011,0.54,5.61,1.01,7.16
8.900223294446816,39.561642656343835,,0,19.489781556454293,12.80125699496312,0.9667834204354592,4.890561906827679,1.1982624925915915,0.2988670986793256,11.892620579257871,0,,,0,,,,,,13.87,55.56,7.098,0.321,0.376,1.455,0.122,0.332,3.48,3.238,0.115,0.011,-0.001,-0.001,0.009,0.005,0.12,0.007,0.037,0.021,0.002,0.005,0.006,0.011,0.5,5.47,1.18,7.15
6.297367643679033,52.84977790395984,,3.8955741535310384,5.025608932712151,14.386389453164211,0.9011354039117265,6.717479799133766,1.1172301177553638,4.084471211888259,4.724965380264616,0,,,0,,,,,1,13.28,61.17,3.177,0.132,0.679,1.882,0.114,0.085,3.23,1.253,0.162,0.007,0.001,0.004,0.009,-0.001,0.03,0.001,0.004,0.005,-0.001,-0.001,0.006,0.008,0.75,6.46,1.44,8.65
6.297367643679033,52.84977790395984,,3.8955741535310384,5.025608932712151,14.386389453164211,0.9011354039117265,6.717479799133766,1.1172301177553638,4.084471211888259,4.724965380264616,0,,,0,,,,,,13.57,60.72,3.052,0.132,0.692,1.923,0.12,0.074,3.33,1.218,0.125,0.008,-0.001,-0.001,0.008,0.005,0.038,0.002,0.006,0.008,0.001,-0.001,0.003,0.014,0.53,6.56,1.58,8.67
