Sample,BHID,Composite,Size,Type,Fe3O4,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P,S,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn,Zr,Sr,LOI371,LOI650,LOI1000,LOI
STD 5.1,,,,,,1.587,81.86,9.14,0.414,0.078,0.085,0.014,0.003,0.412,3.265,0.335,0.002,0.001,0.004,0.002,0.002,0.099,0.003,0.004,0.001,-0.001,-0.001,0.021,0.015,1,0.91,0.07,1.98
OREAS 402,,,,,,48.41,19.77,2.49,0.288,0.005,0.09,0.119,0.024,0.072,0.01,0.016,0.002,0.001,0.003,0.002,-0.001,0.003,0.004,0.007,0.002,-0.001,-0.001,0.008,0.005,6.86,0.55,0.21,7.64
STD 6.1,,,,,,48.46,19.96,2.502,0.29,0.006,0.09,0.119,0.024,0.07,0.01,0.021,0.001,0.001,0.003,0.001,-0.001,0.002,0.004,0.006,0.002,-0.001,-0.001,0.009,0.006,6.85,0.56,0.2,7.61
Sample,,,,,,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P XRF,S XRF,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn XRF,Zr,Sr,LOI1000,LOI110-425,LOI425-650,LOI650-1000
UNITS,,,,,,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%
44710990281,NSRD0799,Comp 5,-53um,FEED,19.05,30.51,42.97,3.606,0.166,0.421,0.902,0.12,0.094,1.89,1.532,0.225,0.006,0.002,0.002,0.004,0.003,0.037,0.004,0.036,0.013,0.002,-0.001,0.006,0.012,0.98,3.0,0.21,4.19
44710990282,NSRD0799,Comp 6,-53um,FEED,29.05,30.96,41.27,2.748,0.123,0.436,1.537,0.116,0.064,2.39,1.331,0.238,0.004,0.002,0.003,0.002,0.001,0.03,0.003,0.027,0.01,0.002,0.002,0.003,0.012,0.27,4.01,0.8,5.08
44710990283,NSRD0799,Comp 10,-53um,FEED,29.35,31.17,41.28,2.456,0.106,0.458,1.455,0.079,0.117,2.67,0.906,0.112,0.004,0.002,0.002,0.002,0.002,0.021,0.003,0.018,0.008,0.001,0.003,0.004,0.009,0.29,4.6,0.76,5.65
44710990284,NSRD0799,Comp 12,-53um,FEED,29.56,31.45,41.12,3.024,0.138,0.426,1.265,0.078,0.088,2.38,1.57,0.292,0.004,0.002,0.002,0.004,0.002,0.035,0.004,0.024,0.01,0.002,0.002,0.004,0.007,0.31,3.64,0.59,4.54
44710990285,NSRD0799,Comp 13,-53um,FEED,26.65,28.88,43.33,3.645,0.16,0.427,1.34,0.085,0.354,2.53,1.874,0.108,0.005,0.002,0.003,0.005,0.004,0.043,0.004,0.027,0.011,-0.001,0.002,0.006,0.009,0.16,3.75,0.66,4.57
44710990286,NSRD0799,Comp 14,-53um,FEED,16.65,23.33,46.38,6.693,0.286,0.327,1.129,0.083,0.235,3.11,2.65,0.105,0.008,0.003,0.002,0.005,0.002,0.069,0.008,0.063,0.019,0.002,0.001,0.006,0.011,0.49,4.45,0.72,5.66
44710990287,NSRD0799,Comp 16,-53um,FEED,16.9,25.5,44.54,5.176,0.253,0.341,1.042,0.082,0.329,3.11,1.954,0.086,0.007,0.002,0.002,0.005,0.004,0.09,0.007,0.054,0.018,0.002,-0.001,0.006,0.012,0.55,5.06,0.7,6.31
44710990288,NSRD0799,Comp 17,-53um,FEED,16.95,23.78,46.39,5.882,0.272,0.324,1.238,0.103,0.267,2.95,2.66,0.103,0.007,0.002,0.005,0.005,0.003,0.099,0.007,0.048,0.018,0.002,0.005,0.005,0.012,0.46,4.37,0.74,5.57
44710990289,NSRD0799,Comp 5,-45um,FEED,19.06,30.62,42.65,3.571,0.164,0.434,0.858,0.116,0.094,1.87,1.521,0.217,0.005,0.002,0.002,0.004,0.002,0.034,0.004,0.037,0.013,0.002,0.003,0.005,0.012,0.96,2.9,0.22,4.08
44710990290,NSRD0799,Comp 6,-45um,FEED,29.02,30.9,41.34,2.788,0.123,0.445,1.563,0.119,0.07,2.43,1.375,0.242,0.007,0.001,0.002,0.002,0.004,0.032,0.003,0.027,0.012,0.002,-0.001,0.004,0.014,0.3,4.11,0.78,5.19
44710990291,NSRD0799,Comp 10,-45um,FEED,29.2,30.88,41.37,2.458,0.108,0.458,1.454,0.081,0.145,2.67,0.898,0.107,0.004,0.001,0.003,0.002,0.003,0.021,0.002,0.017,0.008,0.001,-0.001,0.004,0.008,0.25,4.66,0.74,5.65
44710990292,NSRD0799,Comp 12,-45um,FEED,29.55,31.46,40.72,2.95,0.134,0.428,1.273,0.083,0.086,2.38,1.528,0.292,0.004,0.002,0.002,0.002,0.001,0.035,0.004,0.023,0.01,0.001,-0.001,0.004,0.008,0.24,3.6,0.56,4.4
44710990293,NSRD0799,Comp 13,-45um,FEED,26.05,28.17,43.64,3.696,0.162,0.434,1.361,0.082,0.353,2.55,1.906,0.101,0.004,0.001,0.003,0.003,0.002,0.042,0.004,0.026,0.011,0.001,0.001,0.006,0.008,0.16,3.81,0.74,4.71
44710990294,NSRD0799,Comp 14,-45um,FEED,16.58,23.6,46.36,5.887,0.278,0.326,1.137,0.083,0.245,3.09,2.618,0.084,0.008,0.002,0.002,0.005,0.003,0.069,0.008,0.053,0.019,0.002,0.002,0.006,0.011,0.48,4.46,0.66,5.6
44710990295,NSRD0799,Comp 16,-45um,FEED,16.72,25.52,44.32,5.206,0.252,0.338,1.091,0.086,0.395,3.13,1.956,0.088,0.007,0.002,0.004,0.005,0.004,0.089,0.007,0.055,0.019,0.002,0.002,0.006,0.01,0.45,5.04,0.73,6.22
44710990296,NSRD0799,Comp 17,-45um,FEED,16.89,23.65,46.3,5.863,0.271,0.318,1.214,0.1,0.258,2.89,2.689,0.087,0.008,0.002,0.003,0.003,0.003,0.096,0.008,0.048,0.018,0.001,0.001,0.005,0.01,0.43,4.31,0.69,5.43
44710990297,NSRD0799,Comp 5,-38um,FEED,18.9,30.44,42.69,3.59,0.162,0.439,0.906,0.117,0.092,1.93,1.532,0.22,0.005,0.002,0.005,0.004,0.003,0.035,0.004,0.035,0.013,0.002,-0.001,0.006,0.008,1.0,3.07,0.23,4.3
44710990298,NSRD0799,Comp 6,-38um,FEED,29.09,31.09,41.12,2.718,0.124,0.438,1.518,0.112,0.069,2.4,1.318,0.218,0.004,0.001,0.002,0.002,0.002,0.028,0.003,0.027,0.01,0.001,-0.001,0.004,0.007,0.25,4.09,0.71,5.05
44710990299,NSRD0799,Comp 10,-38um,FEED,29.19,31.44,41.08,2.421,0.105,0.451,1.454,0.083,0.127,2.64,0.882,0.111,0.004,0.001,0.002,0.004,0.003,0.021,0.003,0.018,0.008,0.001,-0.001,0.003,0.012,0.23,4.53,0.76,5.52
44710990300,NSRD0799,Comp 12,-38um,FEED,29.48,31.56,40.84,2.96,0.136,0.429,1.28,0.08,0.094,2.4,1.54,0.288,0.004,0.002,0.002,0.004,0.002,0.034,0.004,0.024,0.01,0.001,-0.001,0.004,0.007,0.18,3.59,0.62,4.39
44710990301,NSRD0799,Comp 13,-38um,FEED,25.56,28.82,43.36,3.604,0.156,0.431,1.315,0.081,0.349,2.51,1.857,0.098,0.004,0.001,0.003,0.005,0.004,0.04,0.004,0.027,0.011,0.001,-0.001,0.006,0.008,0.14,3.72,0.7,4.56
44710990302,NSRD0799,Comp 14,-38um,FEED,16.4,23.74,46.38,5.842,0.283,0.324,1.144,0.088,0.245,3.08,2.597,0.104,0.008,0.003,0.003,0.005,0.002,0.067,0.008,0.055,0.02,0.002,0.003,0.006,0.011,0.47,4.42,0.65,5.54
44710990303,NSRD0799,Comp 16,-38um,FEED,16.32,25.7,44.36,5.179,0.251,0.337,1.016,0.078,0.376,3.12,1.946,0.097,0.006,0.002,0.001,0.005,0.004,0.09,0.008,0.055,0.02,0.002,0.002,0.006,0.011,0.47,5.01,0.73,6.21
44710990304,NSRD0799,Comp 17,-38um,FEED,16.62,24.1,46.16,5.846,0.275,0.317,1.197,0.102,0.27,2.87,2.65,0.099,0.008,0.002,0.004,0.005,0.003,0.097,0.008,0.049,0.018,0.002,0.003,0.005,0.011,0.43,4.23,0.69,5.35
44710990001,NSRD0799,Comp 5,-53um,CONS,74.85,66.9,5.533,0.416,0.036,0.041,0.063,0.012,0.005,0.189,0.229,0.03,0.005,-0.001,0.005,-0.001,0.001,0.005,0.008,0.098,0.016,0.002,-0.001,0.001,0.002,-0.3,-0.76,-1.18,-2.24
44710990002,NSRD0799,Comp 6,-53um,CONS,83.27,66.18,6.892,0.44,0.034,0.053,0.097,0.014,0.006,0.268,0.249,0.037,0.004,-0.001,0.003,-0.001,0.001,0.007,0.007,0.081,0.016,0.002,-0.001,0.001,0.003,-0.42,-0.73,-1.35,-2.5
44710990003,NSRD0799,Comp 10,-53um,CONS,85.0,66.92,6.19,0.297,0.027,0.053,0.082,0.011,0.005,0.29,0.115,0.018,0.003,-0.001,0.007,-0.001,0.002,0.005,0.005,0.05,0.009,0.002,0.001,-0.001,0.002,-0.43,-0.79,-1.29,-2.51
44710990004,NSRD0799,Comp 12,-53um,CONS,82.12,64.72,8.54,0.593,0.04,0.057,0.095,0.014,0.01,0.31,0.359,0.056,0.004,-0.001,0.003,-0.001,0.002,0.01,0.008,0.069,0.015,0.001,0.001,0.001,0.003,-0.42,-0.76,-1.27,-2.45
44710990005,NSRD0799,Comp 13,-53um,CONS,84.2,65.47,7.62,0.59,0.042,0.055,0.099,0.016,0.018,0.31,0.325,0.021,0.005,-0.001,0.009,-0.001,0.001,0.011,0.009,0.078,0.012,0.002,0.002,0.002,0.003,-0.4,-0.84,-1.26,-2.5
44710990006,NSRD0799,Comp 14,-53um,CONS,83.46,65.42,7.192,0.693,0.063,0.046,0.095,0.014,0.014,0.378,0.296,0.015,0.008,-0.001,-0.001,-0.001,0.002,0.009,0.015,0.182,0.013,0.001,-0.001,0.002,0.003,-0.25,-0.78,-1.32,-2.35
44710990007,NSRD0799,Comp 16,-53um,CONS,84.99,66.06,6.13,0.653,0.069,0.042,0.074,0.009,0.015,0.384,0.22,0.02,0.008,-0.001,0.002,-0.001,0.002,0.013,0.02,0.211,0.014,0.001,-0.001,0.001,0.003,-0.26,-0.75,-1.35,-2.36
44710990008,NSRD0799,Comp 17,-53um,CONS,85.6,65.09,7.662,0.706,0.058,0.046,0.104,0.012,0.017,0.382,0.28,0.016,0.007,-0.001,-0.001,-0.001,0.002,0.015,0.014,0.138,0.012,0.002,0.001,0.002,0.003,-0.24,-0.72,-1.36,-2.32
44710990009,NSRD0799,Comp 5,-45um,CONS,74.28,66.95,5.127,0.384,0.03,0.039,0.058,0.011,0.005,0.18,0.205,0.024,0.004,-0.001,0.002,-0.001,-0.001,0.005,0.008,0.101,0.024,0.002,-0.001,0.001,0.002,-0.3,-0.85,-1.1,-2.25
44710990010,NSRD0799,Comp 6,-45um,CONS,84.22,67.17,5.715,0.372,0.032,0.046,0.088,0.013,0.005,0.236,0.205,0.028,0.004,-0.001,0.006,-0.001,0.001,0.007,0.007,0.081,0.015,0.002,0.002,0.001,0.003,-0.43,-0.96,-1.27,-2.66
44710990011,NSRD0799,Comp 10,-45um,CONS,85.37,67.14,5.503,0.25,0.024,0.054,0.074,0.011,0.005,0.245,0.095,0.018,0.002,-0.001,-0.001,-0.001,-0.001,0.003,0.005,0.051,0.01,0.001,-0.001,-0.001,0.001,-0.43,-0.97,-1.23,-2.63
44710990012,NSRD0799,Comp 12,-45um,CONS,82.88,65.94,7.005,0.469,0.036,0.053,0.085,0.012,0.008,0.267,0.281,0.038,0.004,-0.001,0.008,-0.001,0.001,0.007,0.008,0.067,0.014,0.002,0.002,0.001,0.002,-0.45,-0.94,-1.19,-2.58
44710990013,NSRD0799,Comp 13,-45um,CONS,85.6,66.17,6.806,0.527,0.038,0.049,0.087,0.014,0.014,0.269,0.29,0.016,0.004,-0.001,0.007,-0.001,0.002,0.01,0.01,0.08,0.013,0.002,0.001,0.002,0.003,-0.39,-0.97,-1.23,-2.59
44710990014,NSRD0799,Comp 14,-45um,CONS,84.99,66.64,5.632,0.585,0.056,0.038,0.079,0.011,0.011,0.318,0.234,0.017,0.008,-0.001,0.005,-0.001,-0.001,0.01,0.015,0.177,0.014,0.001,0.001,0.001,0.002,-0.34,-1.01,-1.24,-2.59
44710990015,NSRD0799,Comp 16,-45um,CONS,85.56,67.44,4.758,0.526,0.06,0.033,0.065,0.008,0.013,0.311,0.166,0.013,0.008,-0.001,-0.001,-0.001,-0.001,0.009,0.02,0.214,0.014,0.002,-0.001,0.001,0.002,-0.32,-1.0,-1.26,-2.58
44710990016,NSRD0799,Comp 17,-45um,CONS,86.14,66.84,5.519,0.571,0.05,0.034,0.085,0.011,0.015,0.3,0.21,0.019,0.007,-0.001,0.008,-0.001,0.001,0.013,0.014,0.14,0.012,0.001,-0.001,0.001,0.002,-0.34,-1.0,-1.25,-2.59
44710990017,NSRD0799,Comp 5,-38um,CONS,73.13,67.4,4.532,0.374,0.03,0.039,0.061,0.011,0.004,0.172,0.177,0.026,0.005,-0.001,0.005,-0.001,0.001,0.004,0.008,0.094,0.015,0.002,0.002,-0.001,0.002,-0.31,-1.0,-0.97,-2.28
44710990018,NSRD0799,Comp 6,-38um,CONS,86.3,67.08,5.498,0.348,0.032,0.043,0.087,0.011,0.005,0.215,0.186,0.025,0.004,-0.001,0.014,-0.001,0.001,0.004,0.008,0.08,0.015,0.002,-0.001,-0.001,0.002,-0.55,-1.01,-1.16,-2.72
44710990019,NSRD0799,Comp 10,-38um,CONS,86.9,67.77,4.684,0.241,0.022,0.041,0.072,0.01,0.004,0.236,0.086,0.018,0.003,-0.001,-0.001,-0.001,-0.001,0.003,0.005,0.05,0.009,0.002,-0.001,-0.001,0.002,-0.5,-1.11,-1.11,-2.72
44710990020,NSRD0799,Comp 12,-38um,CONS,84.61,67.11,5.554,0.392,0.033,0.041,0.076,0.01,0.006,0.22,0.229,0.032,0.003,-0.001,0.008,-0.001,-0.001,0.007,0.008,0.067,0.014,0.002,-0.001,-0.001,0.001,-0.52,-1.06,-1.16,-2.74
44710990021,NSRD0799,Comp 13,-38um,CONS,86.52,68.02,4.594,0.381,0.029,0.035,0.07,0.01,0.011,0.212,0.201,0.01,0.004,-0.001,0.002,-0.001,0.001,0.006,0.009,0.078,0.013,0.002,0.001,0.001,0.002,-0.47,-1.24,-1.12,-2.83
44710990022,NSRD0799,Comp 14,-38um,CONS,86.71,67.68,4.469,0.5,0.05,0.03,0.068,0.009,0.008,0.272,0.182,0.017,0.008,-0.001,0.009,-0.001,0.002,0.005,0.016,0.19,0.02,0.002,0.002,0.001,0.002,-0.4,-1.18,-1.19,-2.77
44710990023,NSRD0799,Comp 16,-38um,CONS,87.47,67.93,3.84,0.451,0.05,0.026,0.054,0.006,0.012,0.257,0.134,0.011,0.007,-0.001,0.004,-0.001,-0.001,0.008,0.02,0.208,0.014,0.002,0.001,-0.001,0.001,-0.36,-1.19,-1.2,-2.75
44710990024,NSRD0799,Comp 17,-38um,CONS,86.52,67.53,4.608,0.49,0.045,0.029,0.075,0.009,0.013,0.273,0.176,0.02,0.006,-0.001,0.007,-0.001,0.001,0.009,0.015,0.136,0.012,0.002,0.002,0.001,0.002,-0.37,-1.12,-1.22,-2.71
44710990025,NSRD0799,Comp 5,-53um,TAILS,1.09,19.52,54.46,4.527,0.207,0.523,1.142,0.151,0.132,2.32,1.884,0.293,0.007,0.001,0.004,0.007,0.005,0.044,0.003,0.032,0.013,-0.001,-0.001,0.009,0.013,1.27,4.3,0.52,6.09
44710990026,NSRD0799,Comp 6,-53um,TAILS,0.99,13.75,58.75,3.844,0.168,0.595,2.183,0.166,0.101,3.32,1.822,0.343,0.005,0.001,0.001,0.007,0.004,0.04,0.001,0.01,0.008,0.001,-0.001,0.007,0.013,0.5,6.61,1.59,8.7
44710990027,NSRD0799,Comp 10,-53um,TAILS,0.9,14.13,58.38,3.445,0.146,0.618,2.058,0.11,0.179,3.66,1.256,0.176,0.005,0.001,0.011,0.006,0.004,0.027,0.001,0.007,0.008,-0.001,-0.001,0.005,0.012,0.46,7.46,1.52,9.44
44710990028,NSRD0799,Comp 12,-53um,TAILS,0.88,13.87,59.09,4.274,0.192,0.599,1.844,0.113,0.135,3.4,2.167,0.446,0.005,0.001,-0.001,0.007,0.005,0.053,0.002,0.009,0.009,0.002,-0.001,0.007,0.013,0.41,6.15,1.31,7.87
44710990029,NSRD0799,Comp 13,-53um,TAILS,0.9,12.59,59.29,4.934,0.213,0.565,1.828,0.117,0.506,3.39,2.514,0.164,0.008,0.001,0.001,0.007,0.004,0.056,0.001,0.011,0.011,0.001,-0.001,0.008,0.012,0.37,5.97,1.33,7.67
44710990030,NSRD0799,Comp 14,-53um,TAILS,0.78,14.09,55.76,6.968,0.33,0.368,1.31,0.096,0.29,3.53,3.145,0.134,0.008,0.001,0.004,0.008,0.003,0.082,0.006,0.039,0.021,0.002,-0.001,0.009,0.01,0.54,5.7,0.97,7.21
44710990031,NSRD0799,Comp 16,-53um,TAILS,0.99,16.08,53.95,6.128,0.293,0.391,1.226,0.098,0.434,3.59,2.338,0.123,0.008,0.001,0.002,0.008,0.005,0.107,0.004,0.033,0.021,0.002,-0.001,0.01,0.012,0.6,6.52,0.99,8.11
44710990032,NSRD0799,Comp 17,-53um,TAILS,0.8,13.95,55.76,6.917,0.317,0.367,1.448,0.124,0.332,3.37,3.183,0.12,0.008,0.001,-0.001,0.008,0.003,0.112,0.006,0.039,0.019,0.002,-0.001,0.009,0.011,0.54,5.61,1.01,7.16
44710990033,NSRD0799,Comp 5,-45um,TAILS,0.99,19.33,54.77,4.495,0.203,0.534,1.122,0.146,0.127,2.29,1.909,0.375,0.006,0.001,-0.001,0.007,0.004,0.056,0.003,0.031,0.014,0.001,-0.001,0.01,0.013,1.3,4.27,0.5,6.07
44710990034,NSRD0799,Comp 6,-45um,TAILS,0.99,13.6,58.77,3.861,0.174,0.592,2.141,0.168,0.105,3.28,1.83,0.348,0.005,0.001,-0.001,0.005,0.004,0.045,0.001,0.009,0.008,-0.001,-0.001,0.006,0.012,0.56,6.59,1.46,8.61
44710990035,NSRD0799,Comp 10,-45um,TAILS,0.99,14.02,58.52,3.406,0.143,0.615,2.027,0.115,0.209,3.62,1.242,0.173,0.004,0.001,0.002,0.005,0.004,0.029,0.001,0.008,0.008,0.001,-0.001,0.006,0.012,0.44,7.37,1.51,9.32
44710990036,NSRD0799,Comp 12,-45um,TAILS,0.78,13.9,58.83,4.182,0.187,0.597,1.833,0.119,0.127,3.37,2.116,0.438,0.004,0.001,0.007,0.006,0.003,0.052,-0.001,0.008,0.008,0.001,-0.001,0.006,0.013,0.45,6.12,1.34,7.91
44710990037,NSRD0799,Comp 13,-45um,TAILS,1.0,12.3,59.96,4.953,0.214,0.558,1.805,0.109,0.48,3.32,2.532,0.155,0.007,0.001,0.002,0.006,0.004,0.056,0.002,0.013,0.01,0.001,-0.001,0.008,0.011,0.4,5.72,1.38,7.5
44710990038,NSRD0799,Comp 14,-45um,TAILS,0.68,14.18,55.75,7.003,0.327,0.379,1.35,0.1,0.294,3.57,3.105,0.133,0.008,0.001,0.006,0.007,0.004,0.083,0.006,0.04,0.02,0.002,-0.001,0.01,0.011,0.59,5.76,1.0,7.35
44710990039,NSRD0799,Comp 16,-45um,TAILS,0.88,16.09,53.57,6.202,0.293,0.392,1.291,0.104,0.486,3.63,2.322,0.123,0.008,0.001,0.002,0.007,0.004,0.109,0.004,0.033,0.02,0.002,-0.001,0.009,0.011,0.61,6.47,1.04,8.12
44710990040,NSRD0799,Comp 17,-45um,TAILS,0.78,14,55.9,6.999,0.322,0.372,1.441,0.121,0.313,3.39,3.216,0.123,0.008,0.001,0.011,0.008,0.004,0.118,0.006,0.039,0.02,0.001,-0.001,0.009,0.011,0.55,5.68,0.95,7.18
44710990041,NSRD0799,Comp 5,-38um,TAILS,0.99,19.08,54.61,4.488,0.203,0.538,1.14,0.148,0.126,2.34,1.892,0.294,0.006,0.001,0.002,0.006,0.003,0.041,0.002,0.031,0.012,0.001,-0.001,0.008,0.012,1.38,4.49,0.43,6.3
44710990042,NSRD0799,Comp 6,-38um,TAILS,0.8,13.67,59.06,3.807,0.172,0.59,2.083,0.159,0.102,3.27,1.796,0.329,0.005,0.001,0.011,0.005,0.003,0.039,-0.001,0.01,0.008,-0.001,-0.001,0.006,0.012,0.59,6.56,1.42,8.57
44710990043,NSRD0799,Comp 10,-38um,TAILS,0.78,14,58.47,3.456,0.145,0.621,2.083,0.115,0.184,3.69,1.239,0.168,0.005,0.001,0.005,0.006,0.003,0.026,-0.001,0.008,0.008,0.001,-0.001,0.006,0.013,0.58,7.36,1.51,9.45
44710990044,NSRD0799,Comp 12,-38um,TAILS,0.88,13.8,59.04,4.249,0.191,0.603,1.86,0.115,0.138,3.39,2.155,0.433,0.005,0.001,0.009,0.006,0.005,0.05,-0.001,0.01,0.009,0.001,-0.001,0.007,0.013,0.52,6.1,1.32,7.94
44710990045,NSRD0799,Comp 13,-38um,TAILS,0.78,12.43,59.44,4.948,0.208,0.575,1.824,0.111,0.473,3.41,2.504,0.16,0.006,0.001,0.007,0.006,0.004,0.057,0.001,0.013,0.011,0.001,-0.001,0.008,0.012,0.41,5.96,1.39,7.76
44710990046,NSRD0799,Comp 14,-38um,TAILS,0.8,14.35,55.38,6.99,0.327,0.383,1.388,0.106,0.299,3.61,3.076,0.129,0.008,0.001,0.014,0.008,0.005,0.08,0.005,0.041,0.02,0.003,0.001,0.01,0.012,0.64,5.85,0.97,7.46
44710990047,NSRD0799,Comp 16,-38um,TAILS,0.78,16.2,53.37,6.21,0.292,0.395,1.224,0.095,0.464,3.66,2.304,0.12,0.008,0.001,0.007,0.007,0.004,0.108,0.004,0.033,0.02,0.002,-0.001,0.009,0.011,0.69,6.43,1.11,8.23
44710990048,NSRD0799,Comp 17,-38um,TAILS,0.78,14.1,55.62,7.073,0.325,0.373,1.454,0.123,0.331,3.43,3.199,0.12,0.008,0.001,0.009,0.008,0.004,0.119,0.005,0.04,0.02,0.002,-0.001,0.009,0.011,0.64,5.58,1.05,7.27
44710990048 Rpt,,,,,,14.11,55.69,7.074,0.321,0.374,1.458,0.124,0.327,3.43,3.202,0.12,0.008,0.001,0.005,0.008,0.004,0.115,0.005,0.041,0.02,0.002,-0.001,0.009,0.012,0.65,5.62,1.0,7.27
STD 3.1,,,,,,55.2,7.882,2.929,0.388,0.004,0.103,0.151,0.034,0.069,0.007,0.01,0.001,0.001,0.009,-0.001,-0.001,-0.001,0.004,0.01,0.002,-0.001,-0.001,0.011,0.004,8.56,0.63,0.22,9.41
STD 4.1,,,,,,45.81,24.84,2.326,0.252,0.005,0.095,0.105,0.023,0.058,0.012,0.016,0.001,0.001,0.001,-0.001,0.001,-0.001,0.003,0.008,0.001,-0.001,-0.001,0.009,0.007,6.02,0.5,0.16,6.68
44710990258,NSRD0799,Comp 5 R -38um,DTR,FEED,,30.72,42.67,3.613,0.161,0.439,0.829,0.113,0.104,1.86,1.545,0.214,0.005,-0.001,0.002,0.003,0.004,0.038,0.005,0.039,0.013,0.001,0.002,0.007,0.01,0.83,3.02,0.18,4.03
44710990259,NSRD0799,Comp 6 R -38um,DTR,FEED,,31.13,40.94,2.747,0.122,0.438,1.546,0.114,0.074,2.4,1.333,0.244,0.004,-0.001,0.001,0.004,0.004,0.03,0.003,0.029,0.01,0.001,-0.001,0.005,0.014,0.15,4.18,0.72,5.05
44710990260,NSRD0799,Comp 10 R -53um,DTR,FEED,,31.08,41.35,2.477,0.105,0.451,1.4,0.08,0.142,2.65,0.896,0.108,0.003,-0.001,0.002,0.002,0.003,0.021,0.003,0.02,0.009,0.001,0.001,0.005,0.01,0.17,4.73,0.62,5.52
44710990261,NSRD0799,Comp 13 R -53um,DTR,FEED,,28.81,43.4,3.659,0.153,0.428,1.306,0.081,0.339,2.52,1.893,0.105,0.005,-0.001,0.002,0.004,0.005,0.043,0.004,0.027,0.01,0.001,0.003,0.008,0.012,0.12,3.83,0.61,4.56
44710990262,NSRD0799,Comp 13 R -45um,DTR,FEED,,28.93,43.46,3.61,0.15,0.424,1.296,0.078,0.344,2.49,1.855,0.1,0.005,-0.001,0.002,0.003,0.005,0.043,0.004,0.027,0.01,0.001,0.002,0.007,0.013,0.12,3.78,0.6,4.5
44710990263,NSRD0799,Comp 14 R -38um,DTR,FEED,,23.83,46.28,5.905,0.274,0.324,1.111,0.087,0.235,3.04,2.595,0.1,0.008,-0.001,0.002,0.005,0.005,0.066,0.008,0.056,0.019,0.002,0.005,0.009,0.013,0.45,4.51,0.57,5.53
44710990264,NSRD0799,Comp 17 R -53um,DTR,FEED,,24.18,46.03,5.778,0.261,0.319,1.205,0.102,0.271,2.88,2.63,0.101,0.008,-0.001,0.001,0.005,0.006,0.094,0.008,0.05,0.018,0.003,0.003,0.008,0.014,0.38,4.37,0.61,5.36
44710990306,NSRD0799,Comp 5,-53um,FEED,,31.34,41.61,3.485,0.161,0.429,0.863,0.114,0.09,1.85,1.484,0.202,0.006,0.001,-0.001,0.004,0.003,0.036,0.005,0.038,0.013,0.001,-0.001,0.006,0.009,0.87,3.13,0.23,4.23
44710990307,NSRD0799,Comp 6,-53um,FEED,,31.25,40.85,2.705,0.121,0.438,1.52,0.117,0.062,2.39,1.308,0.228,0.004,-0.001,-0.001,0.003,0.004,0.03,0.004,0.028,0.009,0.001,-0.001,0.004,0.011,0.12,4.16,0.74,5.02
44710990308,NSRD0799,Comp 10,-53um,FEED,,31.41,40.62,2.421,0.105,0.456,1.441,0.085,0.143,2.63,0.888,0.11,0.004,-0.001,-0.001,0.003,0.002,0.021,0.003,0.019,0.006,-0.001,-0.001,0.003,0.009,0.1,4.76,0.7,5.56
44710990309,NSRD0799,Comp 12,-53um,FEED,,31.72,40.52,2.956,0.134,0.433,1.276,0.085,0.085,2.41,1.532,0.311,0.006,-0.001,-0.001,0.004,0.005,0.039,0.004,0.026,0.009,0.002,0.001,0.005,0.009,0.09,3.75,0.54,4.38
44710990310,NSRD0799,Comp 13,-53um,FEED,,28.79,43.04,3.574,0.157,0.429,1.314,0.083,0.334,2.5,1.859,0.111,0.007,0.001,-0.001,0.005,0.005,0.045,0.005,0.028,0.012,0.001,0.002,0.006,0.012,0.08,3.83,0.66,4.57
44710990311,NSRD0799,Comp 14,-53um,FEED,,23.79,45.98,5.893,0.277,0.321,1.123,0.086,0.232,3.05,2.605,0.1,0.01,0.001,-0.001,0.006,0.005,0.066,0.008,0.056,0.02,0.002,0.002,0.007,0.011,0.35,4.51,0.67,5.53
44710990312,NSRD0799,Comp 16,-53um,FEED,,25.63,43.59,5.083,0.246,0.335,0.998,0.076,0.37,3.05,1.918,0.086,0.007,-0.001,-0.001,0.004,0.002,0.091,0.007,0.055,0.018,0.002,0.003,0.005,0.009,0.4,5.23,0.61,6.24
44710990313,NSRD0799,Comp 17,-53um,FEED,,23.94,45.74,5.835,0.271,0.317,1.207,0.101,0.26,2.89,2.688,0.094,0.008,-0.001,-0.001,0.005,0.003,0.101,0.008,0.05,0.018,0.002,-0.001,0.006,0.012,0.34,4.39,0.64,5.37
44710990265,NSRD0799,Comp 5 R -38um,DTR,CONS,,66.68,5.601,0.422,0.028,0.051,0.059,0.01,0.01,0.184,0.239,0.022,0.006,-0.001,0.001,0.001,0.003,0.008,0.008,0.082,0.004,0.001,-0.001,0.001,0.001,-0.35,-0.86,-0.98,-2.19
