Sample,BHID,Composite,Size,Type,Fe3O4,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P,S,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn,Zr,Sr,LOI371,LOI650,LOI1000,LOI
STD 6.1,,,,,,19.6,42.6,8.069,0.687,0.191,3.741,0.058,1.68,4.43,0.617,0.699,0.055,0.002,0.006,0.057,0.009,0.01,0.01,0.005,0.004,0.001,0.016,0.014,0.008,2.48,1.34,2.3,6.12
No sample preparation was required on these samples.,,,,,,68.57,3.869,0.114,0.026,0.055,0.064,0.021,0.007,0.141,0.014,0.012,0.004,-0.001,0.008,0.001,0.004,0.006,0.004,0.025,0.007,0.002,0.001,0.002,0.006,-0.29,-1.07,-0.97,-2.33
44710960001,NSRD0796,Comp 2,-53um,FEED,25.0,35.2,39.7,1.399,0.061,0.561,0.435,0.123,0.057,1.8,0.35,0.027,0.004,0.001,-0.001,0.002,0.002,0.004,0.003,0.01,0.008,0.001,0.001,0.001,0.007,0.49,4.33,-0.08,4.74
44710960002,NSRD0796,Comp 3,-53um,FEED,36.7,35.61,37.45,1.728,0.077,0.573,0.586,0.092,0.067,2.36,0.515,0.035,0.004,0.001,-0.001,0.002,0.002,0.007,0.003,0.011,0.008,0.002,-0.001,0.001,0.009,0.11,5.28,-0.34,5.050000000000001
44710960003,NSRD0796,Comp 4,-53um,FEED,37.7,35.04,39.61,1.142,0.05,0.602,0.789,0.101,0.034,1.98,0.256,0.035,0.004,0.001,0.001,0.002,0.002,0.004,0.003,0.009,0.006,-0.001,-0.001,0.001,0.008,0.08,5.11,-0.45,4.74
44710960004,NSRD0796,Comp 5,-53um,FEED,33.3,35.67,35.33,1.454,0.065,0.619,0.713,0.104,0.075,2.41,0.309,0.068,0.004,0.001,-0.001,0.002,0.001,0.006,0.002,0.01,0.007,0.001,-0.001,0.001,0.008,0.33,7.31,-0.35,7.29
44710960005,NSRD0796,Comp 6,-53um,FEED,26.9,34.44,34.82,1.278,0.052,0.6,0.667,0.099,0.055,2.25,0.353,0.195,0.003,0.001,-0.001,0.002,-0.001,0.003,-0.001,0.009,0.006,0.001,-0.001,-0.001,0.008,2.22,8.01,-0.23,10.0
44710960006,NSRD0796,Comp 7,-53um,FEED,32.5,35.36,36.67,1.103,0.049,0.589,0.789,0.08,0.024,2.02,0.291,0.214,0.004,0.001,0.001,0.004,0.003,0.004,0.001,0.008,0.005,0.001,0.001,0.002,0.011,0.27,7.21,-0.31,7.170000000000001
44710960007,NSRD0796,Comp 2,-45um,FEED,25.5,35.22,39.45,1.394,0.064,0.563,0.414,0.118,0.059,1.81,0.349,0.029,0.004,-0.001,0.001,0.002,0.002,0.004,0.003,0.009,0.007,0.001,-0.001,0.001,0.008,0.54,4.33,-0.07,4.8
44710960008,NSRD0796,Comp 3,-45um,FEED,37.0,35.79,37.48,1.703,0.076,0.573,0.569,0.089,0.059,2.38,0.494,0.04,0.005,0.001,0.001,0.003,0.003,0.007,0.002,0.011,0.008,0.002,-0.001,0.001,0.008,0.14,5.27,-0.37,5.039999999999999
44710960009,NSRD0796,Comp 4,-45um,FEED,37.3,35.06,39.45,1.147,0.052,0.612,0.779,0.102,0.031,2.01,0.258,0.038,0.004,0.001,0.001,0.002,0.002,0.002,0.002,0.008,0.005,-0.001,-0.001,-0.001,0.008,0.11,5.2,-0.41,4.9
44710960010,NSRD0796,Comp 5,-45um,FEED,33.3,35.71,35.16,1.437,0.067,0.629,0.706,0.102,0.075,2.41,0.307,0.052,0.004,-0.001,0.002,0.003,0.002,0.003,0.001,0.009,0.007,0.001,-0.001,0.001,0.008,0.44,7.32,-0.36,7.4
44710960011,NSRD0796,Comp 6,-45um,FEED,27.1,34.11,35.05,1.302,0.054,0.603,0.659,0.101,0.067,2.27,0.364,0.208,0.004,0.001,-0.001,0.002,0.002,0.003,0.002,0.01,0.007,0.001,-0.001,0.001,0.009,2.58,7.59,-0.24,9.93
44710960012,NSRD0796,Comp 7,-45um,FEED,33.0,35.25,36.84,1.101,0.049,0.591,0.798,0.087,0.025,2.03,0.286,0.198,0.003,0.001,-0.001,0.002,0.002,-0.001,0.001,0.007,0.005,0.001,-0.001,0.001,0.009,0.36,7.06,-0.32,7.1
44710960013,NSRD0796,Comp 2,-38um,FEED,25.3,35.01,39.65,1.414,0.066,0.565,0.447,0.129,0.063,1.84,0.357,0.027,0.004,0.001,0.001,0.003,0.002,0.004,0.004,0.01,0.007,0.001,-0.001,0.001,0.009,0.45,4.44,-0.06,4.830000000000001
44710960014,NSRD0796,Comp 3,-38um,FEED,36.7,35.73,37.27,1.706,0.075,0.571,0.599,0.093,0.073,2.35,0.493,0.027,0.005,0.001,-0.001,0.003,0.002,0.004,0.003,0.014,0.014,0.001,-0.001,0.001,0.008,0.07,5.3,-0.3,5.07
44710960015,NSRD0796,Comp 4,-38um,FEED,37.8,35.11,39.5,1.135,0.05,0.607,0.783,0.102,0.03,1.97,0.257,0.032,0.003,0.001,-0.001,0.002,0.001,0.004,0.002,0.008,0.006,0.001,-0.001,0.001,0.008,0.08,5.15,-0.37,4.86
44710960016,NSRD0796,Comp 5,-38um,FEED,33.8,35.62,35.33,1.435,0.065,0.618,0.708,0.104,0.073,2.4,0.307,0.061,0.004,-0.001,-0.001,0.002,0.001,0.004,0.002,0.01,0.007,0.001,-0.001,0.001,0.008,0.3,7.38,-0.31,7.37
44710960017,NSRD0796,Comp 6,-38um,FEED,27.1,34.23,34.85,1.298,0.054,0.604,0.675,0.099,0.056,2.28,0.36,0.211,0.004,0.001,0.001,0.004,0.003,0.004,0.002,0.01,0.006,0.002,-0.001,0.001,0.011,2.26,7.94,-0.21,9.989999999999998
44710960018,NSRD0796,Comp 7,-38um,FEED,33.1,35.27,36.56,1.107,0.049,0.591,0.783,0.085,0.024,2.07,0.289,0.21,0.004,0.001,-0.001,0.002,0.001,0.003,0.001,0.007,0.005,0.001,-0.001,-0.001,0.009,0.28,7.31,-0.28,7.31
44710960019,NSRD0796,Comp 2,-53um,CONS,63.1,65.29,6.986,0.197,0.024,0.089,0.052,0.019,0.008,0.27,0.046,0.009,0.004,-0.001,-0.001,0.002,0.001,-0.001,0.006,0.022,0.009,0.001,-0.001,-0.001,0.004,-0.13,-0.32,-0.75,-1.2
44710960020,NSRD0796,Comp 3,-53um,CONS,84.1,63.97,9.393,0.356,0.032,0.093,0.085,0.02,0.013,0.366,0.14,0.009,0.003,-0.001,-0.001,0.001,-0.001,-0.001,0.004,0.025,0.008,0.002,-0.001,-0.001,0.003,-0.26,-0.69,-1.03,-1.98
44710960021,NSRD0796,Comp 4,-53um,CONS,86.4,65.37,7.773,0.211,0.021,0.091,0.093,0.02,0.005,0.29,0.055,0.015,0.003,-0.001,-0.001,0.001,-0.001,-0.001,0.003,0.019,0.007,-0.001,-0.001,-0.001,0.002,-0.3,-0.73,-1.22,-2.25
44710960022,NSRD0796,Comp 5,-53um,CONS,84.7,64.38,8.399,0.275,0.024,0.111,0.101,0.018,0.01,0.39,0.076,0.01,0.003,0.001,0.001,0.002,-0.001,0.002,0.004,0.023,0.008,0.001,-0.001,-0.001,0.002,-0.26,-0.25,-1.15,-1.66
44710960023,NSRD0796,Comp 6,-53um,CONS,86.8,66.67,5.505,0.175,0.02,0.089,0.088,0.018,0.006,0.278,0.063,0.037,0.004,-0.001,-0.001,0.001,-0.001,0.003,0.004,0.026,0.009,0.002,0.001,-0.001,0.003,-0.29,-0.39,-1.07,-1.75
44710960024,NSRD0796,Comp 7,-53um,CONS,84.9,64.57,8.441,0.235,0.023,0.101,0.091,0.019,0.005,0.299,0.073,0.05,0.003,-0.001,-0.001,0.002,-0.001,0.003,0.003,0.019,0.008,0.002,-0.001,-0.001,0.003,-0.31,-0.42,-1.07,-1.8
44710960025,NSRD0796,Comp 2,-45um,CONS,66.4,66.55,5.6,0.155,0.021,0.071,0.043,0.016,0.006,0.198,0.038,0.007,0.003,-0.001,0.001,0.002,-0.001,-0.001,0.004,0.022,0.009,0.001,0.002,-0.001,0.001,-0.15,-0.56,-0.7,-1.4100000000000001
44710960026,NSRD0796,Comp 3,-45um,CONS,85.1,65.21,7.899,0.282,0.029,0.076,0.069,0.016,0.009,0.301,0.111,0.015,0.002,0.001,-0.001,0.001,-0.001,-0.001,0.004,0.026,0.012,0.001,-0.001,-0.001,0.001,-0.3,-0.93,-1.03,-2.26
44710960027,NSRD0796,Comp 4,-45um,CONS,89.1,66.28,6.911,0.181,0.022,0.081,0.083,0.017,0.005,0.239,0.048,0.011,0.004,0.001,-0.001,0.002,-0.001,-0.001,0.004,0.019,0.008,0.001,-0.001,-0.001,0.002,-0.32,-0.91,-1.18,-2.41
44710960028,NSRD0796,Comp 5,-45um,CONS,86.4,65.78,6.935,0.218,0.023,0.09,0.082,0.015,0.008,0.299,0.063,0.013,0.003,0.001,-0.001,0.002,-0.001,0.002,0.004,0.023,0.01,0.001,0.003,-0.001,0.003,-0.27,-0.58,-1.12,-1.9700000000000002
44710960029,NSRD0796,Comp 6,-45um,CONS,88.4,67.66,4.539,0.146,0.018,0.074,0.076,0.016,0.005,0.224,0.054,0.032,0.004,-0.001,-0.001,0.002,0.002,0.002,0.004,0.029,0.01,0.002,0.001,-0.001,0.003,-0.29,-0.69,-1.09,-2.0700000000000003
44710960030,NSRD0796,Comp 7,-45um,CONS,87.8,66.47,6.454,0.169,0.02,0.077,0.07,0.015,0.004,0.219,0.053,0.03,0.003,0.001,-0.001,0.001,-0.001,0.002,0.003,0.02,0.008,0.001,0.001,-0.001,0.002,-0.36,-0.88,-1.03,-2.27
44710960031,NSRD0796,Comp 2,-38um,CONS,64.8,67.33,4.678,0.14,0.018,0.063,0.036,0.013,0.005,0.167,0.034,0.004,0.003,-0.001,-0.001,0.001,-0.001,-0.001,0.004,0.023,0.008,0.001,-0.001,-0.001,0.001,-0.19,-0.73,-0.69,-1.6099999999999999
44710960032,NSRD0796,Comp 3,-38um,CONS,88.6,66.76,6.079,0.23,0.025,0.065,0.056,0.013,0.009,0.244,0.083,0.012,0.003,0.001,0.004,0.002,-0.001,0.003,0.004,0.025,0.008,0.002,-0.001,-0.001,0.003,-0.35,-1.09,-1.04,-2.48
44710960033,NSRD0796,Comp 4,-38um,CONS,90.1,67.67,5.272,0.149,0.019,0.069,0.064,0.013,0.003,0.182,0.034,0.005,0.003,0.001,-0.001,0.001,-0.001,-0.001,0.004,0.02,0.008,0.001,-0.001,-0.001,0.002,-0.37,-1.1,-1.16,-2.63
44710960034,NSRD0796,Comp 5,-38um,CONS,88.8,67.19,5.503,0.187,0.022,0.074,0.069,0.012,0.006,0.241,0.05,0.01,0.003,-0.001,0.002,0.001,-0.001,-0.001,0.004,0.023,0.007,0.001,0.001,-0.001,0.003,-0.32,-0.87,-1.1,-2.29
44710960035,NSRD0796,Comp 6,-38um,CONS,89.7,68.58,3.65,0.127,0.017,0.061,0.063,0.012,0.004,0.179,0.044,0.004,0.003,-0.001,0.001,0.002,-0.001,-0.001,0.004,0.027,0.009,0.001,-0.001,-0.001,0.002,-0.36,-0.93,-1.01,-2.3
44710960036,NSRD0796,Comp 7,-38um,CONS,87.8,67.19,5.669,0.153,0.018,0.068,0.061,0.014,0.004,0.205,0.047,0.015,0.003,0.001,0.001,0.003,-0.001,-0.001,0.004,0.02,0.01,0.002,0.003,-0.001,0.003,-0.38,-0.93,-1.1,-2.41
44710960037,NSRD0796,Comp 2,-53um,TAILS,1.2,15.78,60.81,2.152,0.088,0.836,0.675,0.193,0.088,2.72,0.548,0.022,0.015,-0.001,0.002,0.009,0.004,0.007,0.004,0.003,0.005,0.001,0.002,0.001,0.013,1.03,7.14,0.33,8.5
44710960038,NSRD0796,Comp 3,-53um,TAILS,1.2,13.56,59.51,2.802,0.112,0.922,0.962,0.147,0.107,3.85,0.813,0.034,0.009,-0.001,-0.001,0.009,0.004,0.016,0.001,0.004,0.01,0.001,0.001,0.001,0.013,0.47,9.76,0.24,10.47
44710960039,NSRD0796,Comp 4,-53um,TAILS,1.0,12.06,64.15,1.854,0.077,0.96,1.265,0.166,0.054,3.17,0.422,0.041,0.008,-0.001,-0.001,0.01,0.006,0.012,0.002,0.002,0.005,0.001,0.002,0.001,0.016,0.38,9.36,0.21,9.950000000000001
44710960040,NSRD0796,Comp 5,-53um,TAILS,1.2,16.6,53.54,2.252,0.093,0.929,1.109,0.164,0.118,3.7,0.472,0.073,0.01,-0.001,0.001,0.009,0.002,0.009,-0.001,0.002,0.006,0.001,0.001,-0.001,0.012,0.61,12.18,0.22,13.01
44710960041,NSRD0796,Comp 6,-53um,TAILS,0.9,19.52,48.64,1.809,0.069,0.821,0.924,0.137,0.078,3.1,0.498,0.255,0.014,0.001,0.001,0.007,0.003,0.005,-0.001,0.002,0.005,0.001,-0.001,0.001,0.013,6.19,8.62,0.2,15.009999999999998
44710960042,NSRD0796,Comp 7,-53um,TAILS,1.3,16.68,55.01,1.694,0.069,0.867,1.215,0.118,0.035,3.07,0.434,0.276,0.005,0.001,0.001,0.005,0.002,0.005,-0.001,0.001,0.003,0.001,-0.001,0.001,0.012,0.74,11.77,0.2,12.709999999999999
44710960043,NSRD0796,Comp 2,-45um,TAILS,1.2,15.93,60.51,2.205,0.091,0.844,0.658,0.183,0.094,2.74,0.551,0.024,0.011,-0.001,0.001,0.015,0.005,0.008,0.003,0.003,0.006,0.001,-0.001,-0.001,0.012,0.97,7.25,0.35,8.57
44710960044,NSRD0796,Comp 3,-45um,TAILS,1.0,13.54,59.78,2.78,0.111,0.922,0.915,0.145,0.098,3.85,0.784,0.02,0.008,-0.001,0.002,0.012,0.005,0.018,-0.001,0.002,0.007,0.001,-0.001,-0.001,0.012,0.5,9.69,0.19,10.379999999999999
44710960045,NSRD0796,Comp 4,-45um,TAILS,1.0,12.23,63.69,1.879,0.077,0.968,1.223,0.165,0.052,3.17,0.423,0.024,0.014,-0.001,0.002,0.009,0.004,0.009,0.002,0.002,0.005,-0.001,-0.001,-0.001,0.012,0.41,9.43,0.17,10.01
44710960046,NSRD0796,Comp 5,-45um,TAILS,1.2,16.76,53.31,2.229,0.094,0.953,1.071,0.16,0.117,3.69,0.472,0.078,0.007,0.002,-0.001,0.01,0.003,0.009,-0.001,0.003,0.008,0.001,-0.001,0.001,0.012,0.68,12.2,0.19,13.069999999999999
44710960047,NSRD0796,Comp 6,-45um,TAILS,0.9,19.57,48.59,1.82,0.07,0.829,0.912,0.14,0.092,3.1,0.504,0.239,0.006,0.001,0.001,0.007,0.004,0.006,-0.001,0.002,0.005,0.001,-0.001,0.001,0.013,5.5,9.25,0.25,15.0
44710960048,NSRD0796,Comp 7,-45um,TAILS,1.2,16.54,55.27,1.695,0.071,0.883,1.22,0.132,0.04,3.08,0.428,0.27,0.007,-0.001,0.001,0.008,0.004,0.004,-0.001,0.001,0.004,0.001,-0.001,0.001,0.015,0.83,11.65,0.13,12.610000000000001
44710960049,NSRD0796,Comp 2,-38um,TAILS,0.9,15.74,60.59,2.163,0.093,0.86,0.694,0.196,0.098,2.8,0.553,0.017,0.008,-0.001,0.001,0.009,0.005,0.011,0.004,0.003,0.006,0.002,-0.001,0.002,0.015,0.9,7.34,0.41,8.65
44710960050,NSRD0796,Comp 3,-38um,TAILS,1.2,13.51,59.96,2.764,0.113,0.914,0.967,0.153,0.121,3.8,0.793,0.026,0.009,-0.001,0.002,0.008,0.003,0.013,0.002,0.002,0.007,0.001,-0.001,-0.001,0.011,0.4,9.67,0.19,10.26
44710960051,NSRD0796,Comp 4,-38um,TAILS,1.0,12.18,63.87,1.852,0.076,0.96,1.265,0.164,0.053,3.17,0.418,0.017,0.007,-0.001,0.001,0.007,0.005,0.013,0.001,0.001,0.004,0.001,0.002,0.001,0.013,0.39,9.41,0.12,9.92
44710960052,NSRD0796,Comp 5,-38um,TAILS,0.9,16.48,53.81,2.2,0.092,0.929,1.088,0.162,0.111,3.66,0.478,0.061,0.007,-0.001,0.001,0.007,0.003,0.009,-0.001,0.002,0.006,0.001,-0.001,0.001,0.013,0.67,12.15,0.23,13.05
44710960053,NSRD0796,Comp 6,-38um,TAILS,0.8,19.52,48.61,1.812,0.07,0.829,0.93,0.138,0.079,3.13,0.505,0.248,0.005,0.001,0.001,0.006,0.002,0.005,-0.001,0.002,0.004,0.001,-0.001,-0.001,0.01,4.33,10.58,0.18,15.09
44710960054,NSRD0796,Comp 7,-38um,TAILS,0.9,16.55,54.98,1.711,0.072,0.891,1.195,0.128,0.04,3.13,0.44,0.274,0.007,-0.001,0.001,0.008,0.003,0.004,-0.001,0.001,0.003,0.001,-0.001,-0.001,0.013,0.66,12.02,0.19,12.87
44710960054 Rpt,,,,,,16.58,54.9,1.717,0.07,0.891,1.196,0.127,0.04,3.12,0.438,0.275,0.007,-0.001,0.001,0.008,0.004,0.005,-0.001,0.001,0.003,0.001,-0.001,0.001,0.014,0.63,12.06,0.18,12.870000000000001
STD 4.1,,,,,,45.61,24.9,2.375,0.247,0.005,0.095,0.104,0.023,0.062,0.011,0.016,0.001,0.001,0.003,0.001,0.001,-0.001,0.004,0.008,0.003,-0.001,-0.001,0.007,0.008,5.9,0.61,0.2,6.710000000000001
STD 5.1,,,,,,1.596,81.88,9.127,0.417,0.08,0.081,0.013,0.003,0.409,3.296,0.337,0.002,-0.001,0.003,0.002,0.003,0.098,0.002,0.004,0.002,0.001,0.005,0.021,0.014,0.91,0.97,0.07,1.95
44710970001,NSRD0797,Comp 3,-53um,FEED,29.4,33.34,37.87,2.027,0.091,0.493,0.792,0.093,0.096,3.26,0.186,0.055,0.004,0.001,0.004,0.003,0.002,0.01,0.002,0.012,0.006,0.001,-0.001,0.005,0.009,0.64,6.57,-0.17,7.04
44710970002,NSRD0797,Comp 4,-53um,FEED,36.4,34.11,38.99,1.061,0.048,0.619,1.389,0.091,0.022,2.65,0.283,0.055,0.002,-0.001,0.004,0.002,-0.001,0.005,-0.001,0.006,0.002,-0.001,-0.001,0.003,0.008,0.32,4.51,0.55,5.38
44710970003,NSRD0797,Comp 8,-53um,FEED,36.1,35.24,38.04,1.361,0.059,0.558,0.996,0.098,0.045,2.72,0.284,0.066,0.003,-0.001,0.004,0.003,0.002,0.012,0.002,0.008,0.003,-0.001,-0.001,0.004,0.008,0.36,4.66,0.03,5.05
44710970004,NSRD0797,Comp 9,-53um,FEED,40.5,36.67,36.65,1.25,0.057,0.583,1.286,0.121,0.028,2.54,0.429,0.047,0.003,-0.001,0.006,0.003,0.003,0.013,0.002,0.008,0.004,-0.001,-0.001,0.005,0.009,0.22,3.81,0.28,4.31
44710970005,NSRD0797,Comp 13,-53um,FEED,41.7,35.93,37.87,1.063,0.047,0.602,1.581,0.086,0.023,2.23,0.719,0.047,0.002,-0.001,0.004,0.003,0.003,0.015,0.001,0.007,0.002,-0.001,-0.001,0.004,0.012,0.08,2.93,0.71,3.72
44710970006,NSRD0797,Comp 14,-53um,FEED,26.9,31.38,40.63,2.202,0.102,0.528,1.02,0.164,0.124,3.15,0.564,0.104,0.004,0.001,0.004,0.004,0.002,0.019,0.003,0.014,0.006,0.001,0.002,0.004,0.015,0.73,5.18,0.05,5.96
44710970007,NSRD0797,Comp 3,-45um,FEED,30.7,33.74,37.48,1.938,0.089,0.486,0.779,0.089,0.094,3.17,0.182,0.057,0.003,-0.001,0.004,0.003,0.002,0.007,0.002,0.012,0.006,-0.001,-0.001,0.005,0.008,0.69,6.39,-0.2,6.88
44710970008,NSRD0797,Comp 4,-45um,FEED,36.3,34.49,38.54,1.041,0.05,0.626,1.367,0.092,0.024,2.67,0.279,0.056,0.002,-0.001,0.002,0.003,0.001,0.004,0.001,0.014,0.015,0.001,-0.001,0.003,0.008,0.37,4.69,0.38,5.44
44710970009,NSRD0797,Comp 8,-45um,FEED,36.2,35.13,37.97,1.369,0.062,0.56,0.972,0.097,0.045,2.72,0.279,0.067,0.003,0.001,0.003,0.003,0.002,0.009,0.001,0.008,0.004,-0.001,0.001,0.004,0.008,0.37,4.64,0.05,5.06
44710970010,NSRD0797,Comp 9,-45um,FEED,40.5,36.8,36.25,1.235,0.059,0.58,1.272,0.12,0.031,2.52,0.42,0.06,0.003,-0.001,0.002,0.003,0.002,0.014,0.002,0.008,0.004,0.001,-0.001,0.004,0.008,0.21,3.75,0.25,4.21
44710970011,NSRD0797,Comp 13,-45um,FEED,41.6,35.95,37.81,1.101,0.05,0.6,1.592,0.087,0.024,2.22,0.707,0.045,0.002,0.001,0.003,0.002,0.001,0.014,-0.001,0.007,0.003,-0.001,0.001,0.004,0.008,0.08,2.93,0.8,3.81
44710970012,NSRD0797,Comp 14,-45um,FEED,26.6,31.21,40.48,2.222,0.1,0.525,1.047,0.163,0.145,3.16,0.573,0.102,0.004,0.002,0.006,0.003,0.001,0.017,0.003,0.013,0.006,0.001,0.001,0.004,0.009,0.72,5.14,0.16,6.02
44710970013,NSRD0797,Comp 3,-38um,FEED,29.8,33.53,37.54,1.984,0.09,0.5,0.813,0.092,0.097,3.26,0.181,0.041,0.004,0.001,0.003,0.003,0.002,0.01,0.002,0.012,0.006,-0.001,0.001,0.005,0.009,0.72,6.51,-0.12,7.11
44710970014,NSRD0797,Comp 4,-38um,FEED,36.4,34.49,38.36,1.035,0.049,0.633,1.348,0.091,0.02,2.68,0.281,0.053,0.002,-0.001,0.003,0.002,-0.001,0.007,-0.001,0.006,0.002,-0.001,-0.001,0.003,0.007,0.35,4.65,0.48,5.48
44710970015,NSRD0797,Comp 8,-38um,FEED,36.2,35.37,37.64,1.369,0.058,0.556,0.999,0.098,0.041,2.72,0.287,0.058,0.003,-0.001,0.004,0.003,0.002,0.012,0.001,0.008,0.004,0.001,-0.001,0.004,0.008,0.41,4.63,0.02,5.06
44710970016,NSRD0797,Comp 9,-38um,FEED,40.2,36.79,36.42,1.25,0.056,0.585,1.29,0.123,0.03,2.54,0.425,0.054,0.003,-0.001,0.004,0.003,0.001,0.013,0.002,0.008,0.004,-0.001,-0.001,0.004,0.009,0.24,3.84,0.26,4.34
44710970017,NSRD0797,Comp 13,-38um,FEED,41.2,36.04,37.58,1.081,0.05,0.623,1.629,0.085,0.025,2.28,0.731,0.039,0.002,-0.001,0.004,0.003,0.002,0.014,-0.001,0.008,0.005,-0.001,-0.001,0.004,0.009,0.08,3.08,0.8,3.96
44710970018,NSRD0797,Comp 14,-38um,FEED,26.7,31.46,40.51,2.239,0.1,0.523,1.031,0.162,0.142,3.15,0.566,0.105,0.004,0.001,0.004,0.003,0.002,0.015,0.002,0.015,0.008,0.001,-0.001,0.005,0.01,0.74,5.11,0.14,5.99
44710970019,NSRD0797,Comp 3,-53um,CONS,83.8,63.98,8.813,0.321,0.036,0.098,0.107,0.018,0.012,0.543,0.027,0.017,0.003,-0.001,0.002,0.003,0.001,-0.001,0.004,0.02,0.005,0.001,-0.001,0.002,0.004,-0.19,0.0,-1.38,-1.57
44710970020,NSRD0797,Comp 4,-53um,CONS,86.7,65,8.524,0.214,0.024,0.09,0.111,0.024,0.004,0.394,0.054,0.017,0.002,-0.001,0.002,0.003,0.001,0.003,0.003,0.016,0.005,0.001,-0.001,0.002,0.003,-0.31,-0.59,-1.42,-2.32
44710970021,NSRD0797,Comp 8,-53um,CONS,83.8,63.8,9.739,0.291,0.028,0.096,0.097,0.021,0.009,0.484,0.059,0.027,0.003,-0.001,0.003,0.004,0.001,-0.001,0.003,0.019,0.005,0.001,-0.001,0.001,0.004,-0.27,-0.47,-1.31,-2.05
44710970022,NSRD0797,Comp 9,-53um,CONS,83.7,63.61,9.741,0.269,0.028,0.11,0.139,0.027,0.005,0.465,0.096,0.022,0.003,-0.001,0.002,0.003,-0.001,-0.001,0.003,0.018,0.009,0.001,-0.001,0.001,0.003,-0.34,-0.5,-1.33,-2.17
44710970023,NSRD0797,Comp 13,-53um,CONS,87.5,65.02,8.452,0.23,0.021,0.082,0.116,0.023,0.003,0.331,0.151,0.023,0.003,-0.001,0.003,0.003,-0.001,0.002,0.003,0.016,0.008,0.002,-0.001,0.001,0.003,-0.41,-0.85,-1.35,-2.61
44710970024,NSRD0797,Comp 14,-53um,CONS,82.5,62.99,10.01,0.497,0.048,0.102,0.111,0.024,0.021,0.642,0.119,0.03,0.003,-0.001,0.003,0.004,0.002,0.005,0.007,0.038,0.01,0.001,-0.001,0.003,0.003,-0.19,-0.33,-1.22,-1.74
44710970025,NSRD0797,Comp 3,-45um,CONS,86.9,65,7.674,0.289,0.036,0.086,0.091,0.015,0.01,0.474,0.023,0.021,0.003,-0.001,0.004,0.003,-0.001,0.002,0.005,0.029,0.005,-0.001,-0.001,0.001,0.002,-0.23,-0.22,-1.44,-1.89
44710970026,NSRD0797,Comp 4,-45um,CONS,89.7,66.19,7.154,0.179,0.023,0.079,0.096,0.02,0.007,0.343,0.045,0.022,0.003,-0.001,0.002,0.004,0.003,0.002,0.003,0.017,0.007,0.001,-0.001,0.002,0.004,-0.36,-0.67,-1.46,-2.49
44710970027,NSRD0797,Comp 8,-45um,CONS,87.5,65.32,7.857,0.235,0.028,0.078,0.078,0.016,0.007,0.393,0.046,0.019,0.002,-0.001,0.002,0.003,-0.001,0.002,0.003,0.02,0.005,0.001,-0.001,0.001,0.003,-0.35,-0.62,-1.41,-2.38
44710970028,NSRD0797,Comp 9,-45um,CONS,86.5,65.04,8.06,0.229,0.024,0.09,0.116,0.023,0.003,0.384,0.077,0.019,0.003,-0.001,0.003,0.003,-0.001,0.002,0.003,0.018,0.007,0.002,-0.001,0.001,0.003,-0.4,-0.61,-1.37,-2.38
44710970029,NSRD0797,Comp 13,-45um,CONS,89.2,66.5,6.739,0.177,0.021,0.07,0.096,0.019,0.003,0.277,0.114,0.01,0.002,-0.001,0.003,0.003,-0.001,-0.001,0.003,0.015,0.005,0.001,-0.001,-0.001,0.002,-0.48,-0.94,-1.35,-2.77
44710970030,NSRD0797,Comp 14,-45um,CONS,89.4,67.01,5.631,0.296,0.034,0.059,0.074,0.015,0.013,0.363,0.07,0.03,0.003,-0.001,0.003,0.003,-0.001,0.004,0.007,0.036,0.007,0.001,-0.001,0.002,0.002,-0.34,-0.91,-1.35,-2.6
44710970031,NSRD0797,Comp 3,-38um,CONS,92.0,67.93,4.658,0.196,0.025,0.052,0.057,0.009,0.005,0.299,0.015,0.019,0.002,-0.001,0.002,0.003,-0.001,-0.001,0.004,0.031,0.006,0.001,-0.001,-0.001,0.002,-0.32,-0.81,-1.45,-2.58
44710970032,NSRD0797,Comp 4,-38um,CONS,92.8,67.89,4.955,0.126,0.02,0.055,0.066,0.013,0.002,0.228,0.031,0.015,0.002,-0.001,0.003,0.003,-0.001,-0.001,0.003,0.017,0.004,0.001,0.001,0.001,0.002,-0.43,-0.99,-1.46,-2.88
44710970033,NSRD0797,Comp 8,-38um,CONS,91.3,67.5,5.312,0.163,0.025,0.054,0.061,0.012,0.004,0.265,0.034,0.021,0.002,-0.001,0.003,0.003,-0.001,0.002,0.004,0.022,0.007,0.001,-0.001,0.001,0.002,-0.42,-1.02,-1.35,-2.79
44710970034,NSRD0797,Comp 9,-38um,CONS,90.7,67.64,5.296,0.155,0.023,0.06,0.078,0.014,0.002,0.257,0.054,0.021,0.003,-0.001,0.002,0.003,-0.001,-0.001,0.003,0.019,0.007,0.003,0.001,0.001,0.003,-0.44,-1.08,-1.32,-2.84
44710970035,NSRD0797,Comp 13,-38um,CONS,92.2,68.23,4.626,0.126,0.018,0.053,0.072,0.012,0.001,0.199,0.084,0.022,0.002,-0.001,0.002,0.002,-0.001,-0.001,0.002,0.016,0.007,0.001,-0.001,0.001,0.002,-0.54,-1.22,-1.26,-3.02
