BHID,Composite,CSS (µm),Process,Product,BV Report,Mineral,Chlorite group,Quartz,Pyroxene,Plagioclase,K-Feldspar,Calcite group - Siderite,Calcite group,Dolomite group,Spinel group,Hematite group,Stilpnomelane,Mica group,Pyrite,Rutile group,Goethite,Smectite group,Sepiolite,Kaolinite-serpentine group,Total,Birnessite,Sample,CompositeID,Size,Type,Fe3O4,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P,S,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn,Zr,Sr,LOI371,LOI650,LOI1000,LOI,IDENT,FeO,Sample,Pyrite group,MnO,Dry Wt
GVRD0268,Comp 3,53,DTR,CONS,N9821XD21,76-44710321,0.0,5.62038190591039,,0.0,,1.4182805926299005,,0.0,91.9024359958605,1.0589015055992084,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,GVRD0268 Comp 3 53 CONS,-53um,CONS,86.3,67.18,5.777,0.091,0.016,0.068,0.074,0.02,0.009,0.16,0.02,-0.001,0.003,-0.001,0.002,0.002,0.004,0.002,0.004,0.024,0.018,-0.001,-0.001,-0.001,-0.001,-0.43,-0.89,-1.11,-2.43,,,,,,
GVRD0268,Comp 4,53,DTR,CONS,N9821XD21,77-44710322,0.0,6.559635853352408,,0.0,,1.228092094172035,,0.0,89.6900299015649,0.9039877443556904,,0.0,,0.0,0.0,0.0,0.0,1.6182544065549624,100.0,,,GVRD0268 Comp 4 53 CONS,-53um,CONS,86.6,66.58,6.586,0.146,0.019,0.077,0.062,0.017,0.006,0.174,0.007,-0.001,0.002,-0.001,0.002,0.001,0.003,0.003,0.004,0.021,0.007,-0.001,-0.001,-0.001,-0.001,-0.43,-0.98,-1.01,-2.42,,,,,,
GVRD0268,Comp 5,53,DTR,CONS,N9821XD21,78-44710323,0.0,5.6054081078429645,,0.0,,1.9978820994266802,,0.0,89.58553606496861,1.249248821751401,,0.0,,0.0,0.0,0.0,0.0,1.5619249060103386,100.0,,,GVRD0268 Comp 5 53 CONS,-53um,CONS,88.2,66.7,5.934,0.179,0.028,0.07,0.072,0.017,0.007,0.241,0.001,0.008,0.002,-0.001,0.004,0.002,0.002,0.004,0.006,0.035,0.005,-0.001,-0.001,-0.001,-0.001,-0.31,-0.61,-1.14,-2.06,,,,,,
GVRD0268,Comp 6,53,DTR,CONS,N9821XD21,79-44710324,0.0,7.1309601590107015,,0.0,,1.0999265688471722,,0.0,89.89116834379234,1.8779449283497678,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,GVRD0268 Comp 6 53 CONS,-53um,CONS,87.2,66.35,6.88,0.122,0.013,0.089,0.066,0.017,0.004,0.164,0.028,0.008,0.003,-0.001,0.001,0.003,0.004,0.004,0.003,0.019,0.008,-0.001,0.001,-0.001,-0.001,-0.46,-0.91,-1.02,-2.39,,,,,,
GVRD0268,Comp 7,53,DTR,CONS,N9821XD21,80-44710325,0.0,7.097100006093855,,0.0,,0.6806787753786413,,0.0,89.71503617511871,2.5071850434087883,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,GVRD0268 Comp 7 53 CONS,-53um,CONS,86.1,66.5,6.745,0.115,0.015,0.073,0.084,0.022,0.003,0.182,0.034,0.007,0.004,-0.001,0.002,0.003,0.008,0.004,0.003,0.015,0.005,-0.001,0.001,0.001,0.002,-0.5,-1.04,-0.96,-2.5,,,,,,
GVRD0268,Comp 8,53,DTR,CONS,N9821XD21,81-44710326,0.0,4.010881780354984,,0.0,,0.19229990753413143,,0.0,93.42497743563737,2.3718408764735055,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,GVRD0268 Comp 8 53 CONS,-53um,CONS,90.5,68.56,4.314,0.073,0.011,0.06,0.096,0.02,0.001,0.13,0.018,0.007,0.003,-0.001,0.004,0.003,0.006,0.004,0.003,0.011,0.006,0.001,0.001,0.001,0.001,-0.6,-1.29,-0.98,-2.87,,,,,,
GVRD0268,Comp 9,53,DTR,CONS,N9821XD21,82-44710327,0.0,4.062737951083647,,0.0,,0.6854707687006335,,0.0,94.1622894641122,1.0895018161035313,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,GVRD0268 Comp 9 53 CONS,-53um,CONS,91.5,68.42,4.371,0.083,0.017,0.054,0.099,0.022,0.003,0.155,0.012,-0.001,0.003,-0.001,0.001,0.002,0.005,0.004,0.003,0.022,0.02,-0.001,-0.001,-0.001,-0.001,-0.53,-1.18,-1.08,-2.79,,,,,,
GVRD0269,Comp 2,53,DTR,CONS,N9821XD21,83-44710328,0.0,5.631627159408746,,0.0,,0.7417248244071617,,0.0,79.0862228023399,13.429899141254886,,0.0,,0.0,0.0,0.0,0.0,1.1105260725893076,100.0,,,GVRD0269 Comp 2 53 CONS,-53um,CONS,77.48,66.77,5.671,0.195,0.024,0.076,0.083,0.027,0.012,0.204,0.021,0.008,0.003,0.001,0.009,0.002,-0.001,0.004,0.003,0.025,0.004,0.002,-0.001,0.001,0.002,-0.25,-0.86,-0.92,-2.03,,,,,,
GVRD0269,Comp 3,53,DTR,CONS,N9821XD21,84-44710329,0.0,4.5904791696039835,,0.0,,1.721292500559558,,0.0,90.15050725815074,2.1376191881430366,,0.0,,0.0,0.0,0.0,0.0,1.4001018835426968,100.0,,,GVRD0269 Comp 3 53 CONS,-53um,CONS,87.91,67.24,4.979,0.206,0.039,0.07,0.095,0.026,0.017,0.284,0.032,0.008,0.003,-0.001,0.012,0.001,0.001,0.004,0.006,0.036,0.005,0.002,-0.001,0.002,0.003,-0.23,-0.66,-1.32,-2.21,,,,,,
GVRD0269,Comp 4,53,DTR,CONS,N9821XD21,85-44710330,0.0,6.069673895396605,,0.0,,1.9149871087600545,,0.0,88.60272118400691,1.185503925899239,,0.0,,0.0,0.0,0.0,0.0,2.2271138859371806,100.0,,,GVRD0269 Comp 4 53 CONS,-53um,CONS,88.29,66.14,6.383,0.205,0.028,0.086,0.095,0.025,0.013,0.26,0.004,0.009,0.004,0.001,0.01,0.002,-0.001,0.002,0.004,0.031,0.005,0.001,-0.001,0.001,0.005,-0.28,-0.52,-1.33,-2.13,,,,,,
GVRD0269,Comp 5,53,DTR,CONS,N9821XD21,86-44710331,0.0,7.111619062051283,,0.0,,1.5945708218206014,,0.0,88.06046631386714,0.6365419332283488,,0.0,,0.0,0.0,0.0,0.0,2.5968018690326184,100.0,,,GVRD0269 Comp 5 53 CONS,-53um,CONS,86.2,65.71,7.226,0.242,0.038,0.088,0.082,0.024,0.013,0.244,0.023,0.005,0.003,-0.001,0.008,-0.001,0.001,0.005,0.004,0.031,0.006,0.002,-0.001,0.002,0.004,-0.2,-0.66,-1.3,-2.16,,,,,,
GVRD0269,Comp 6,53,DTR,CONS,N9821XD21,87-44710332,0.0,3.736593025364315,,0.0,,0.42569217342225624,,0.0,93.41052744618031,2.4271873550331042,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,GVRD0269 Comp 6 53 CONS,-53um,CONS,89.42,68.79,3.817,0.105,0.019,0.054,0.089,0.022,0.006,0.136,0.036,0.009,0.003,-0.001,0.008,-0.001,-0.001,0.002,0.002,0.022,0.009,0.001,-0.001,0.001,0.001,-0.4,-1.09,-1.31,-2.8,,,,,,
GVRD0269,Comp 7,53,DTR,CONS,N9821XD21,88-44710333,0.0,5.355008533576846,,0.0,,0.7124757777771582,,0.0,91.73223043539099,2.2002852532550117,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,GVRD0269 Comp 7 53 CONS,-53um,CONS,90.56,67.5,5.264,0.132,0.017,0.067,0.102,0.024,0.006,0.179,0.054,0.004,0.003,-0.001,0.007,0.003,0.002,0.004,0.002,0.02,0.002,0.002,-0.001,0.001,0.004,-0.39,-1.04,-1.28,-2.71,,,,,,
NSRD0798, Comp 3 ,45,DTR,TAILS,N9774XD21,1-44710164,3.315443015416626,49.550460864823364,,0.0,1.9032687893060736,22.972837275877936,0.0,1.9995015535915133,0.0,1.6007754532390646,18.657713047745414,0.0,,,0.0,,,,100.00000000000001,,,NSRD0798 Comp 3 45 TAILS,-45um,TAILS,1.1,16.39,57.32,1.937,0.08,0.875,1.087,0.157,0.06,3.47,0.489,0.117,0.005,0.001,0.002,0.005,-0.001,0.013,-0.001,0.001,0.006,-0.001,-0.001,0.003,0.01,0.84,9.02,0.42,10.28,,,,,,
NSRD0798, Comp 4 ,45,DTR,TAILS,N9774XD21,2-44710165,3.6883192025691836,51.238095933456336,,0.0,3.416572054443942,15.353936229848095,0.0,7.689585697674104,0.0,1.7633146516703921,16.850176230337954,0.0,,,0.0,,,,100.00000000000001,,,NSRD0798 Comp 4 45 TAILS,-45um,TAILS,1.8,14.1,59.84,2.263,0.094,0.898,2.301,0.156,0.132,3.42,0.782,0.107,0.006,0.001,0.002,0.005,0.001,0.018,-0.001,0.001,0.004,0.001,-0.001,0.004,0.013,0.61,6.87,1.79,9.27,,,,,,
NSRD0798, Comp 5 ,45,DTR,TAILS,N9774XD21,3-44710166,1.1255984106989008,52.988265568027224,,0.0,9.793259553051715,12.349186098092916,0.0,9.806124349798397,0.0,1.3643566984513644,12.573209321879489,0.0,,,0.0,,,,99.99999999999999,,,NSRD0798 Comp 5 45 TAILS,-45um,TAILS,1.1,10.92,61.1,2.842,0.116,0.771,3.514,0.23,0.146,3.32,1.779,0.096,0.008,0.001,0.002,0.005,-0.001,0.025,-0.001,0.002,0.005,0.001,-0.001,0.003,0.012,0.48,5.87,2.98,9.33,,,,,,
NSRD0798, Comp 6 ,45,DTR,TAILS,N9774XD21,4-44710167,3.765663299911593,49.44413870734496,,0.0,2.925053760110369,14.0297860828633,0.0,8.723778643914843,0.0,1.1438997318687214,19.967679773986216,0.0,,,0.0,,,,100.00000000000001,,,NSRD0798 Comp 6 45 TAILS,-45um,TAILS,1.0,14.93,58.05,2.242,0.096,0.534,3.113,0.15,0.229,3.14,0.697,0.098,0.006,0.002,0.002,0.005,0.001,0.013,-0.001,0.003,0.006,0.001,-0.001,0.004,0.013,0.69,6.3,2.57,9.56,,,,,,
NSRD0798, Comp 7 ,45,DTR,TAILS,N9774XD21,5-44710168,3.670663925413379,41.52559897890867,,0.0,0.0,23.38970438823217,0.0,4.373335802526954,0.0,0.6464009166445043,26.39429598827432,0.0,,,0.0,,,,100.00000000000003,,,NSRD0798 Comp 7 45 TAILS,-45um,TAILS,1.0,20.09,51.76,2.39,0.103,0.51,1.494,0.123,0.129,2.97,0.577,0.14,0.005,0.001,0.003,0.003,-0.001,0.012,-0.001,0.003,0.006,0.001,-0.001,0.004,0.01,1.47,8.09,0.86,10.42,,,,,,
NSRD0798, Comp 8 ,45,DTR,TAILS,N9774XD21,6-44710169,3.335281126312881,40.881974683722575,,0.0,0.0,23.577316388818964,0.0,2.350436729329863,0.0,1.1613803005759455,28.69361077123977,0.0,,,0.0,,,,100.0,,,NSRD0798 Comp 8 45 TAILS,-45um,TAILS,1.1,20.45,51.94,2.435,0.102,0.537,1.144,0.152,0.102,2.95,0.629,0.149,0.005,0.001,0.002,0.003,-0.001,0.007,-0.001,0.002,0.006,0.001,-0.001,0.003,0.009,1.46,8.06,0.45,9.97,,,,,,
NSRD0798, Comp 9 ,45,DTR,TAILS,N9774XD21,7-44710170,4.077069086554585,33.45228172113,,0.0,0.0,22.829017916755127,0.0,5.415863619874694,0.0,1.0716345321511078,33.15413312353448,0.0,,,0.0,,,,100.0,,,NSRD0798 Comp 9 45 TAILS,-45um,TAILS,0.9,21.93,48.12,3.123,0.134,0.439,1.736,0.14,0.25,3.01,0.766,0.171,0.007,0.002,0.003,0.005,-0.001,0.013,0.002,0.008,0.01,0.001,-0.001,0.005,0.012,1.14,7.88,1.07,10.09,,,,,,
NSRD0798, Comp 10,45,DTR,TAILS,N9774XD21,8-44710171,5.976120763216785,43.58462611361997,,0.0,0.0,15.783060290505901,0.0,7.738764173209186,0.0,0.0,26.917428659448145,0.0,,,0.0,,,,99.99999999999999,,,NSRD0798 Comp 10 45 TAILS,-45um,TAILS,1.1,18.66,53.29,3.043,0.141,0.451,2.601,0.139,0.192,2.94,0.695,0.153,0.007,0.001,0.002,0.005,0.001,0.013,-0.001,0.006,0.008,0.001,-0.001,0.005,0.013,1,6.23,1.93,9.16,,,,,,
NSRD0798, Comp 3 ,38,DTR,TAILS,N9774XD21,9-44710172,3.6834173382122604,47.774593207421,,2.100356191120794,1.5121695372810895,23.223952554672714,0.0,1.7905382934839456,0.0,1.6177426193408957,18.297230258467287,0.0,,,0.0,,,,100.0,,,NSRD0798 Comp 3 38 TAILS,-38um,TAILS,0.9,16.62,56.53,1.977,0.087,0.891,1.061,0.157,0.063,3.53,0.494,0.108,0.007,0.001,0.003,0.006,-0.001,0.009,-0.001,-0.001,0.004,0.001,-0.001,0.004,0.01,0.86,9.11,0.43,10.4,,,,,,
NSRD0798, Comp 4 ,38,DTR,TAILS,N9774XD21,10-44710173,3.487309560618176,52.35879196689852,,0.0,3.420401131761937,16.204024852712287,0.0,6.377892884650095,0.0,1.9058692567939333,16.245710346565048,0.0,,,0.0,,,,100.00000000000001,,,NSRD0798 Comp 4 38 TAILS,-38um,TAILS,1.8,14.13,59.06,2.259,0.094,0.914,2.412,0.158,0.127,3.46,0.782,0.107,0.006,0.001,0.003,0.005,0.001,0.014,-0.001,0.001,0.004,0.001,-0.001,0.004,0.013,0.67,6.96,1.85,9.48,,,,,,
NSRD0798, Comp 5 ,38,DTR,TAILS,N9774XD21,11-44710174,1.073282704747397,53.89743084793087,,0.0,9.150903449467544,12.70812638608707,0.0,9.16719940092152,0.0,1.8092582223325702,12.19379898851302,0.0,,,0.0,,,,99.99999999999999,,,NSRD0798 Comp 5 38 TAILS,-38um,TAILS,1.1,10.88,61.44,2.818,0.12,0.79,3.4,0.238,0.115,3.3,1.779,0.098,0.006,0.001,0.002,0.005,-0.001,0.027,-0.001,0.002,0.004,0.001,-0.001,0.003,0.012,0.54,5.88,2.86,9.28,,,,,,
NSRD0798, Comp 6 ,38,DTR,TAILS,N9774XD21,12-44710175,3.328931406469353,50.682111015697295,,0.0,2.8052151028899766,14.26767583248262,0.0,9.236549681859337,0.0,1.5517307927539032,18.12778616784751,0.0,,,0.0,,,,100.0,,,NSRD0798 Comp 6 38 TAILS,-38um,TAILS,1.2,14.85,58.07,2.258,0.095,0.528,3.138,0.152,0.159,3.13,0.696,0.116,0.005,0.001,0.003,0.004,0.001,0.012,-0.001,0.003,0.005,0.001,-0.001,0.003,0.012,0.79,6.26,2.55,9.6,,,,,,
NSRD0798, Comp 7 ,38,DTR,TAILS,N9774XD21,13-44710176,3.536502500188395,42.191466273993875,,0.0,0.0,22.86699468808589,0.0,4.295331276831581,0.0,0.6635610917078474,26.4461441691924,0.0,,,0.0,,,,100.0,,,NSRD0798 Comp 7 38 TAILS,-38um,TAILS,1.0,19.91,52.14,2.381,0.108,0.51,1.494,0.12,0.143,2.94,0.572,0.136,0.005,0.001,0.002,0.004,-0.001,0.011,-0.001,0.002,0.006,0.001,-0.001,0.004,0.01,1.58,7.86,0.87,10.31,,,,,,
NSRD0798, Comp 8 ,38,DTR,TAILS,N9774XD21,14-44710177,2.908191579074184,41.49961621976571,,0.0,0.0,24.136194447601117,0.0,2.4154740521851026,0.0,0.6508827350194227,28.38964096635447,0.0,,,0.0,,,,100.0,,,NSRD0798 Comp 8 38 TAILS,-38um,TAILS,1.1,20.36,51.9,2.459,0.102,0.534,1.154,0.145,0.102,2.97,0.629,0.14,0.006,0.002,0.003,0.003,-0.001,0.009,-0.001,0.003,0.006,0.001,-0.001,0.003,0.009,1.7,7.88,0.43,10.01,,,,,,
NSRD0798, Comp 9 ,38,DTR,TAILS,N9774XD21,15-44710178,4.359556133703262,34.87527912833636,,0.0,0.0,23.906009538478468,0.0,5.174063867510219,0.0,0.0,31.68509133197169,0.0,,,0.0,,,,100.0,,,NSRD0798 Comp 9 38 TAILS,-38um,TAILS,0.9,22.42,46.98,3.094,0.136,0.452,1.739,0.137,0.257,3.05,0.743,0.177,0.006,0.002,0.004,0.004,-0.001,0.013,0.001,0.008,0.01,0.001,-0.001,0.004,0.012,1.39,7.98,1.04,10.41,,,,,,
NSRD0798, Comp 10,38,DTR,TAILS,N9774XD21,16-44710179,5.4692527486033695,43.42441543588274,,0.0,0.0,16.151768303365124,0.0,7.195677206699048,0.0,0.9778766489133588,26.781009656536373,0.0,,,0.0,,,,100.0,,,NSRD0798 Comp 10 38 TAILS,-38um,TAILS,1.2,18.86,52.68,3.076,0.137,0.456,2.588,0.144,0.203,2.95,0.699,0.179,0.006,0.001,0.003,0.005,0.002,0.011,-0.001,0.006,0.009,0.001,-0.001,0.005,0.013,1.44,6.07,1.66,9.17,,,,,,
NSRD0797, Comp 3 ,53,DTR,TAILS,N9774XD21,17-44710180,7.236829552889464,50.26735220912038,,0.0,0.0,25.755698737349622,0.0,2.8807321352969124,0.0,1.0272618458897127,12.832125519453907,0.0,,,0.0,,,,99.99999999999999,,,NSRD0797 Comp 3 53 TAILS,-53um,TAILS,1.1,17.11,53.58,2.845,0.125,0.681,1.118,0.131,0.145,4.56,0.224,0.106,0.004,0.001,0.003,0.007,0.001,0.011,-0.001,0.004,0.005,0.001,0.002,0.004,0.013,1.25,9.79,0.54,11.58,,,,,,
NSRD0797, Comp 4 ,53,DTR,TAILS,N9774XD21,18-44710181,4.055330825624251,55.83069950748812,,0.0,2.0194937237640516,18.153686078976975,0.0,6.008789299589903,0.0,1.7678488768630003,12.164151687693675,0.0,,,0.0,,,,99.99999999999999,,,NSRD0797 Comp 4 53 TAILS,-53um,TAILS,0.8,12.33,61.49,1.62,0.062,0.945,2.184,0.136,0.042,4.1,0.396,0.095,0.003,-0.001,0.004,0.006,0.003,0.017,-0.001,-0.001,0.001,-0.001,0.001,0.003,0.015,0.84,7.89,1.93,10.66,,,,,,
NSRD0797, Comp 8 ,53,DTR,TAILS,N9774XD21,19-44710182,6.492979944462717,52.597365121250526,,0.0,2.423635727580899,18.994559205228214,0.0,4.527895880306168,0.0,1.5496865273065685,13.413877593864887,0.0,,,0.0,,,,99.99999999999999,,,NSRD0797 Comp 8 53 TAILS,-53um,TAILS,0.9,13.65,59.95,2.155,0.085,0.883,1.616,0.156,0.074,4.29,0.402,0.106,0.004,-0.001,0.004,0.006,0.003,0.018,-0.001,0.001,0.003,-0.001,-0.001,0.004,0.012,0.83,8.29,1.16,10.28,,,,,,
NSRD0797, Comp 9 ,53,DTR,TAILS,N9774XD21,20-44710183,4.5012642541593575,54.163380069190424,,0.0,3.897511153801621,16.606323304035982,0.0,7.04390973555788,0.0,1.702482168514967,12.085129314739778,0.0,,,0.0,,,,99.99999999999999,,,NSRD0797 Comp 9 53 TAILS,-53um,TAILS,0.9,11.97,61.54,2.122,0.084,0.976,2.229,0.205,0.048,4.3,0.674,0.107,0.003,-0.001,0.004,0.006,0.002,0.023,-0.001,-0.001,0.002,0.001,0.002,0.003,0.013,0.73,7.45,1.82,10.0,,,,,,
NSRD0797, Comp 13,53,DTR,TAILS,N9774XD21,21-44710184,0.5451741703370425,61.339364451370514,,0.0,6.108758776129111,12.729402654983282,0.0,7.878526021006393,0.0,2.8299880313772463,8.568785894796417,0.0,,,0.0,,,,99.99999999999999,,,NSRD0797 Comp 13 53 TAILS,-53um,TAILS,1.8,10.13,64.93,1.841,0.077,0.96,2.637,0.133,0.057,3.67,1.141,0.072,0.014,-0.001,0.004,0.007,0.005,0.028,-0.001,0.001,0.002,-0.001,-0.001,0.004,0.015,0.88,6.03,2.56,9.47,,,,,,
NSRD0797, Comp 14,53,DTR,TAILS,N9774XD21,22-44710185,5.678675134755485,45.52625287715047,,0.0,2.6066480278569437,20.439624412188603,0.0,2.896554965147174,0.0,1.0541554947866818,21.79808908811464,0.0,,,0.0,,,,99.99999999999999,,,NSRD0797 Comp 14 53 TAILS,-53um,TAILS,1.2,16.27,55.74,2.918,0.12,0.709,1.412,0.223,0.168,4.19,0.676,0.153,0.004,0.001,0.003,0.006,0.001,0.021,-0.001,0.004,0.008,-0.001,-0.001,0.003,0.012,1.06,7.67,0.75,9.48,,,,,,
NSRD0799, Comp 5 ,53,DTR,TAILS,N9774XD21,23-44710186,6.26052838788387,47.01797720089714,,3.1388269427879147,10.630881036880238,9.56764787768141,0.0,2.661679012996301,0.0,11.072337413043204,3.340100914911989,0.0,,,6.31002121291791,,,,99.99999999999999,,,NSRD0799 Comp 5 53 TAILS,-53um,TAILS,1.09,19.52,54.46,4.527,0.207,0.523,1.142,0.151,0.132,2.32,1.884,0.293,0.007,0.001,0.004,0.007,0.005,0.044,0.003,0.032,0.013,-0.001,-0.001,0.009,0.013,1.27,4.3,0.52,6.09,,,,,,
NSRD0799, Comp 5 ,53,DTR,TAILS,N9774XD21,23-44710186,6.26052838788387,47.01797720089714,,3.1388269427879147,10.630881036880238,9.56764787768141,0.0,2.661679012996301,0.0,11.072337413043204,3.340100914911989,0.0,,,6.31002121291791,,,,99.99999999999999,,,NSRD0799 Comp 5 53 TAILS,-53um,TAILS,,19.21,54.35,4.494,0.203,0.554,1.141,0.148,0.12,2.41,1.879,0.274,0.011,0.001,-0.001,0.01,0.005,0.043,0.004,0.025,0.012,0.001,0.002,0.006,0.013,1.25,4.3,0.63,6.18,,,,,,
NSRD0799, Comp 6 ,53,DTR,TAILS,N9774XD21,24-44710187,5.120616093489565,48.41910937251431,,4.288317351065474,9.849551382224071,13.73465758788609,0.0,7.208909534325017,0.0,5.739209443698762,5.639629234796705,0.0,,,0.0,,,,99.99999999999999,,,NSRD0799 Comp 6 53 TAILS,-53um,TAILS,0.99,13.75,58.75,3.844,0.168,0.595,2.183,0.166,0.101,3.32,1.822,0.343,0.005,0.001,0.001,0.007,0.004,0.04,0.001,0.01,0.008,0.001,-0.001,0.007,0.013,0.5,6.61,1.59,8.7,,,,,,
NSRD0799, Comp 6 ,53,DTR,TAILS,N9774XD21,24-44710187,5.120616093489565,48.41910937251431,,4.288317351065474,9.849551382224071,13.73465758788609,0.0,7.208909534325017,0.0,5.739209443698762,5.639629234796705,0.0,,,0.0,,,,99.99999999999999,,,NSRD0799 Comp 6 53 TAILS,-53um,TAILS,,13.58,58.5,3.853,0.169,0.623,2.193,0.169,0.091,3.43,1.805,0.326,0.014,-0.001,-0.001,0.009,0.007,0.045,0.002,0.013,0.012,0.001,0.005,0.003,0.015,0.43,6.57,1.74,8.74,,,,,,
NSRD0799, Comp 10,53,DTR,TAILS,N9774XD21,25-44710188,6.672119620336657,51.7526074807864,,2.8270843458278203,6.314917608976759,16.13672563185435,0.0,7.480864319531382,0.0,3.4762715920685485,5.339409400618068,0.0,,,0.0,,,,99.99999999999999,,,NSRD0799 Comp 10 53 TAILS,-53um,TAILS,0.9,14.13,58.38,3.445,0.146,0.618,2.058,0.11,0.179,3.66,1.256,0.176,0.005,0.001,0.011,0.006,0.004,0.027,0.001,0.007,0.008,-0.001,-0.001,0.005,0.012,0.46,7.46,1.52,9.44,,,,,,
NSRD0799, Comp 10,53,DTR,TAILS,N9774XD21,25-44710188,6.672119620336657,51.7526074807864,,2.8270843458278203,6.314917608976759,16.13672563185435,0.0,7.480864319531382,0.0,3.4762715920685485,5.339409400618068,0.0,,,0.0,,,,99.99999999999999,,,NSRD0799 Comp 10 53 TAILS,-53um,TAILS,,13.91,57.99,3.457,0.145,0.64,2.077,0.121,0.207,3.74,1.244,0.154,0.009,-0.001,-0.001,0.008,0.004,0.028,0.002,0.008,0.008,-0.001,-0.001,0.002,0.011,0.4,7.31,1.74,9.45,,,,,,
NSRD0799, Comp 12,53,DTR,TAILS,N9774XD21,26-44710189,4.289605268051967,45.91883583640089,,5.179472306320589,11.634484803524563,12.674768648872684,0.0,6.618412091658919,0.0,6.5672652761370784,7.117155769033309,0.0,,,0.0,,,,99.99999999999999,,,NSRD0799 Comp 12 53 TAILS,-53um,TAILS,0.88,13.87,59.09,4.274,0.192,0.599,1.844,0.113,0.135,3.4,2.167,0.446,0.005,0.001,-0.001,0.007,0.005,0.053,0.002,0.009,0.009,0.002,-0.001,0.007,0.013,0.41,6.15,1.31,7.87,,,,,,
NSRD0799, Comp 12,53,DTR,TAILS,N9774XD21,26-44710189,4.289605268051967,45.91883583640089,,5.179472306320589,11.634484803524563,12.674768648872684,0.0,6.618412091658919,0.0,6.5672652761370784,7.117155769033309,0.0,,,0.0,,,,99.99999999999999,,,NSRD0799 Comp 12 53 TAILS,-53um,TAILS,,13.75,58.29,4.306,0.189,0.623,1.874,0.122,0.124,3.49,2.12,0.442,0.009,-0.001,-0.001,0.01,0.004,0.05,0.003,0.01,0.011,0.001,0.002,0.003,0.011,0.39,6.05,1.58,8.02,,,,,,
NSRD0799, Comp 13,53,DTR,TAILS,N9774XD21,27-44710190,7.74494821231516,47.98090101760558,,0.0,13.607496963399802,13.462555745274727,0.0,6.441842639019899,0.0,2.9195953315370256,7.842660090847824,0.0,,,0.0,,,,99.99999999999999,,,NSRD0799 Comp 13 53 TAILS,-53um,TAILS,0.9,12.59,59.29,4.934,0.213,0.565,1.828,0.117,0.506,3.39,2.514,0.164,0.008,0.001,0.001,0.007,0.004,0.056,0.001,0.011,0.011,0.001,-0.001,0.008,0.012,0.37,5.97,1.33,7.67,,,,,,
NSRD0799, Comp 13,53,DTR,TAILS,N9774XD21,27-44710190,7.74494821231516,47.98090101760558,,0.0,13.607496963399802,13.462555745274727,0.0,6.441842639019899,0.0,2.9195953315370256,7.842660090847824,0.0,,,0.0,,,,99.99999999999999,,,NSRD0799 Comp 13 53 TAILS,-53um,TAILS,,12.37,59.46,4.936,0.208,0.584,1.822,0.112,0.468,3.42,2.522,0.152,0.013,-0.001,-0.001,0.008,0.006,0.056,0.003,0.012,0.012,0.002,0.004,0.005,0.012,0.35,5.8,1.48,7.63,,,,,,
NSRD0799, Comp 14,53,DTR,TAILS,N9774XD21,28-44710191,11.031581329545627,38.358742099127966,,0.0,20.62931205905468,12.804021982097735,0.7336541720822067,4.154302413857356,0.9320617061450523,0.6628662976270949,10.693457940462292,0.0,,,0.0,,,,99.99999999999999,,,NSRD0799 Comp 14 53 TAILS,-53um,TAILS,0.78,14.09,55.76,6.968,0.33,0.368,1.31,0.096,0.29,3.53,3.145,0.134,0.008,0.001,0.004,0.008,0.003,0.082,0.006,0.039,0.021,0.002,-0.001,0.009,0.01,0.54,5.7,0.97,7.21,,,,,,
NSRD0799, Comp 14,53,DTR,TAILS,N9774XD21,28-44710191,11.031581329545627,38.358742099127966,,0.0,20.62931205905468,12.804021982097735,0.7336541720822067,4.154302413857356,0.9320617061450523,0.6628662976270949,10.693457940462292,0.0,,,0.0,,,,99.99999999999999,,,NSRD0799 Comp 14 53 TAILS,-53um,TAILS,,14.01,55.54,7.09,0.331,0.383,1.345,0.102,0.286,3.64,3.124,0.117,0.012,-0.001,-0.001,0.011,0.005,0.08,0.007,0.039,0.026,0.003,0.003,0.006,0.011,0.51,5.66,1.11,7.28,,,,,,
NSRD0799, Comp 16,53,DTR,TAILS,N9774XD21,29-44710192,9.96841557552859,41.03495605495645,,0.0,13.236005697652923,16.373241207554358,1.1598148716082715,3.709457583216669,1.011911780131773,0.609340799054119,12.89685643029683,0.0,,,0.0,,,,99.99999999999999,,,NSRD0799 Comp 16 53 TAILS,-53um,TAILS,0.99,16.08,53.95,6.128,0.293,0.391,1.226,0.098,0.434,3.59,2.338,0.123,0.008,0.001,0.002,0.008,0.005,0.107,0.004,0.033,0.021,0.002,-0.001,0.01,0.012,0.6,6.52,0.99,8.11,,,,,,
